"component","route","source","line","interaction","api_candidates","review_flags"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1089","</TouchableOpacity>","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1098","<TouchableOpacity key={t.id} onPress={() => { setDrugs(t.drugs); setShowTemplates(false); show(AR ? 'تم تحميل النموذج' : 'Template loaded successfully', 'success'); }} style={{ padding: SP.md, borderBottomWidth: 1, borde","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1101","</TouchableOpacity>","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1110","<NBtn label={AR ? ' حفظ' : ' Save'} onPress={() => {","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1159","<NBtn label={AR ? 'رجوع' : 'Back'} onPress={onBack} style={{ marginTop: SP.xxl }} />","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1189","<TouchableOpacity key={d} onPress={() => setDays(d)}","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1197","</TouchableOpacity>","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1212","onPress={async () => {","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1257","<TouchableOpacity onPress={() => setViewMode('create')} style={{ flex: 1, paddingVertical: SP.sm, borderBottomWidth: 2, borderBottomColor: viewMode === 'create' ? theme.primary : 'transparent', alignItems: 'center' }}>","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1259","</TouchableOpacity>","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1260","<TouchableOpacity onPress={() => setViewMode('track')} style={{ flex: 1, paddingVertical: SP.sm, borderBottomWidth: 2, borderBottomColor: viewMode === 'track' ? theme.primary : 'transparent', alignItems: 'center' }}>","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1262","</TouchableOpacity>","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1294","<TouchableOpacity key={s.id} onPress={() => setSpec(s.id)}","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1304","</TouchableOpacity>","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1322","onPress={async () => {","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1382","<TouchableOpacity key={t.k} onPress={() => { setType(t.k as any); setSelected([]); }}","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1390","</TouchableOpacity>","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1403","<TouchableOpacity key={item.id} onPress={() => toggle(item.id)}>","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1421","</TouchableOpacity>","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1430","onPress={async () => {","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1553","<TouchableOpacity key={sec.k} onPress={() => setActive(sec.k)}","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1561","</TouchableOpacity>","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1635","<TouchableOpacity","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1637","onPress={() => handleRemoveTag(tag)}","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1650","</TouchableOpacity>","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1667","<TouchableOpacity","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1668","onPress={handleAddTag}","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"provider","provider:doctor/DoctorDashboard.tsx","provider/NabdProvider/src/screens/doctor/DoctorDashboard.tsx","1679","</TouchableOpacity>","${API_BASE}/calls/provider/waiting-room | ${API_BASE}/calls/provider/ping-patient | ${API_BASE}/calls/provider/no-show | /provider/jobs/queue?status=incoming&kind=consultation | /provider/jobs/queue?status=active | /provider/stats/today | /provider/jobs/ | /provider/jobs/consultation/${insuranceModalReq.id}/insurance | /provider/jobs/queue?status=active&kind=consultation | /provider/consultation/end | /medicines | /prescriptions/create | /provider/requests/${apt?.id || | /provider/features/referrals | /provider/wallet | /provider/wallet/transactions | /chats/provider | /chats/${chat.id}/messages | /chats/${activeChat.id}/messages | /provider/settings/delta | /provider/jobs/consultation/${apt.id}/insurance | /provider/notifications | /provider/directory | /provider/capabilities/doctor-sessions | /provider/capabilities/doctor-sessions/${id} | /provider/profile | /provider/chat/send","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
