archive_path	member_path	sha256	phase0a_sha256	sha256_match	line_count	kind	role	domain	fully_read	evidence_file	evidence_section	line_ranges_read	routes_events	dto_schema_collection	consumers	auth_ownership	state_transitions	price_payment_insurance_source	tests	notes
nabdah-backend.zip	ENVIRONMENT.md	2e1c50eea22a43db07f89bd72bf69516e030c3d7a1fac7001c9a9903c6f004fe	2e1c50eea22a43db07f89bd72bf69516e030c3d7a1fac7001c9a9903c6f004fe	YES	170	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	package-lock.json	ec84d9244a058ea1e22ac88e338435dbfc494d8d63c9f94ba7859da328162aaf	ec84d9244a058ea1e22ac88e338435dbfc494d8d63c9f94ba7859da328162aaf	YES	18299	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	nest-cli.json	b02d1c4b4480c9e4e53c028567841eafa5a712c37b69112753260c9781337c6a	b02d1c4b4480c9e4e53c028567841eafa5a712c37b69112753260c9781337c6a	YES	10	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	nabd_plus_patient_app.zip	fa37dec94dd2e1525a3fa35e0e6ef68973a0356aa42ca2afca520dee1e5dcfba	fa37dec94dd2e1525a3fa35e0e6ef68973a0356aa42ca2afca520dee1e5dcfba	YES		EXCLUSION_BINARY	binary asset/package	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	nabdah-backend.zip	748d8d80365877460906a992c1834408fcfd117a7be02f7a4ab77307aae62bbc	748d8d80365877460906a992c1834408fcfd117a7be02f7a4ab77307aae62bbc	YES		EXCLUSION_BINARY	binary asset/package	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	jest.boot.config.js	7ca760cc5fc812ce9cd96376f8b84cf9decca5e13cff494dfd97e48acca11c1b	7ca760cc5fc812ce9cd96376f8b84cf9decca5e13cff494dfd97e48acca11c1b	YES	8	OWNED_SOURCE_MEMBER	config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	Dockerfile	1a582935e1df82393f95333b1b215596edecbf72feef175acc2a15caf50f661c	1a582935e1df82393f95333b1b215596edecbf72feef175acc2a15caf50f661c	YES	14	EXCLUSION_OTHER	non-source archive member	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	tsconfig.build.json	2364ad8000c31ea809d6b5d4d5fa3349fff28883ed983406bee8d2cd4c831473	2364ad8000c31ea809d6b5d4d5fa3349fff28883ed983406bee8d2cd4c831473	YES	4	OWNED_SOURCE_MEMBER	config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	todo.md	4872dc609678db5e2083f9f1088be8fec09a78585cde90f1f942e0b50a60c72d	4872dc609678db5e2083f9f1088be8fec09a78585cde90f1f942e0b50a60c72d	YES	1104	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	scripts/seed-insurance-companies.ts	28fed858758403f12595359d3bb077d69da365711488ce29d6fcacc604e12616	28fed858758403f12595359d3bb077d69da365711488ce29d6fcacc604e12616	YES	14	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	scripts/deploy.sh	bead71766aaf315d0b74236509cf6e3e598b0cf0a625f947ab61df100ff3a6f5	bead71766aaf315d0b74236509cf6e3e598b0cf0a625f947ab61df100ff3a6f5	YES	36	OWNED_SOURCE_MEMBER	ci/deployment	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	scripts/seed-loyalty.ts	9aa6145dad44ba8f3bbd82b3fa8da23cc36e48ebf5dec49e198080ea5dfe689c	9aa6145dad44ba8f3bbd82b3fa8da23cc36e48ebf5dec49e198080ea5dfe689c	YES	138	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	scripts/test-flow.js	8e9d1fc86720d95550e7df50db0ee2da363554ed92cfbbdf925664c8345bccc4	8e9d1fc86720d95550e7df50db0ee2da363554ed92cfbbdf925664c8345bccc4	YES	71	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	scripts/test-extensions.ts	1f1782bcefadfb5fd73c4b774165375b5f0283f80d77cb80af7012ddefa8c0f8	1f1782bcefadfb5fd73c4b774165375b5f0283f80d77cb80af7012ddefa8c0f8	YES	309	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	scripts/publish-insurance-logo-assets.ts	ec7661c74cb1f1af49580218b5714f50cefd073d3ac14c096f2df34916f705a7	ec7661c74cb1f1af49580218b5714f50cefd073d3ac14c096f2df34916f705a7	YES	51	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	scripts/reconcile-insurance-catalog.ts	9b085dd99c23785459ba9185faab9bbb56364633164512ded598bcf6f31179de	9b085dd99c23785459ba9185faab9bbb56364633164512ded598bcf6f31179de	YES	87	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	scripts/db-backup-restore.sh	a9b326c613bcc026ad77f748817cb782232626731e64c86ce542f394b30eadcf	a9b326c613bcc026ad77f748817cb782232626731e64c86ce542f394b30eadcf	YES	59	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	scripts/seed_test_providers.js	9b5d634cdf1e95bf4faad4a6af238a1cdafcfef63762f1d7f6b1174b3d039208	9b5d634cdf1e95bf4faad4a6af238a1cdafcfef63762f1d7f6b1174b3d039208	YES	47	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	scripts/backfill-catalog-governance.ts	d0b31f1a581f69dce5f16ad992fe50b31343757792c1fa0d4521030a510366b2	d0b31f1a581f69dce5f16ad992fe50b31343757792c1fa0d4521030a510366b2	YES	153	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	scripts/seed-articles.ts	2d9849bb9dc9491510c8657bbb9f1b2d7fd643a0a5c14d3b654e3c1237f90889	2d9849bb9dc9491510c8657bbb9f1b2d7fd643a0a5c14d3b654e3c1237f90889	YES	61	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	scripts/seed-medicines.js	c8966576730a23681749965c7e57d3dbd4fe2e7c5af6611a94d2b409c9a78f8f	c8966576730a23681749965c7e57d3dbd4fe2e7c5af6611a94d2b409c9a78f8f	YES	99	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	scripts/seed_test_providers.ts.bak	135f7fe3cec7ff0bc8be0a9de9d428085716247f015edbd205328caa8e9a59be	135f7fe3cec7ff0bc8be0a9de9d428085716247f015edbd205328caa8e9a59be	YES	100	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	infra/livekit.yaml	051920c801831657d37ca3c69d09275a020a2e2fb12e8fd582f6e855dcd40117	051920c801831657d37ca3c69d09275a020a2e2fb12e8fd582f6e855dcd40117	YES	31	OWNED_SOURCE_MEMBER	gateway	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	infra/turnserver.conf	45cce6f619db7527a4d051e025a8a28fb95257eb9e74df2e208ca2950ebf10ce	45cce6f619db7527a4d051e025a8a28fb95257eb9e74df2e208ca2950ebf10ce	YES	28	OWNED_SOURCE_MEMBER	ci/deployment	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	infra/docker-compose.infra.yml	bc77c2bab62d79f7a08bf490a979e48fdaad8b917d74480235a895f354c1a4a3	bc77c2bab62d79f7a08bf490a979e48fdaad8b917d74480235a895f354c1a4a3	YES	42	OWNED_SOURCE_MEMBER	ci/deployment	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	infra/fastapi/server.py	3377c5faa89ff19ad1842b2ab4c186721cdf3144e0b42c3536707109dce785be	3377c5faa89ff19ad1842b2ab4c186721cdf3144e0b42c3536707109dce785be	YES	1430	OWNED_SOURCE_MEMBER	ci/deployment	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	infra/fastapi/seed_dev.py	1a15f7adcb128dca769866cc9ac7a7d2f9f44ae665113fe0a459828769cc12bf	1a15f7adcb128dca769866cc9ac7a7d2f9f44ae665113fe0a459828769cc12bf	YES	533	OWNED_SOURCE_MEMBER	ci/deployment	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	infra/fastapi/ai_service.py	3c662fc71504860eef47679fcfdd3d30f8450a930aada587b95e0ef54e8d6e2c	3c662fc71504860eef47679fcfdd3d30f8450a930aada587b95e0ef54e8d6e2c	YES	306	OWNED_SOURCE_MEMBER	service	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	infra/fastapi/nestjs_proxy.py	1688ef316baaf068986061864efcb85adb9997e006c4bea344b53b26d791a039	1688ef316baaf068986061864efcb85adb9997e006c4bea344b53b26d791a039	YES	47	OWNED_SOURCE_MEMBER	ci/deployment	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	infra/fastapi/ai_routes.py	25e2f63019844e5a1dc5077366b8f67f344bfd7bc09e9c4cb535a1d2116a599e	25e2f63019844e5a1dc5077366b8f67f344bfd7bc09e9c4cb535a1d2116a599e	YES	184	OWNED_SOURCE_MEMBER	ci/deployment	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	infra/fastapi/setup_server.sh	28af2868b1c9f57fe5d4d8ecf811de73dec9e52b5bbf17049ef4c4fdf6dd58be	28af2868b1c9f57fe5d4d8ecf811de73dec9e52b5bbf17049ef4c4fdf6dd58be	YES	78	OWNED_SOURCE_MEMBER	ci/deployment	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	infra/fastapi/requirements.txt	26429eb7b1af90d38f7b6764849b1fdbb38928fcd358c918ad0831510d71e571	26429eb7b1af90d38f7b6764849b1fdbb38928fcd358c918ad0831510d71e571	YES	28	OWNED_SOURCE_MEMBER	ci/deployment	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	infra/fastapi/import_etl_products.py	f865f4736afda40b0e63394c4e1b4032bca33edc3a21d02db3191dfab8bfd5fa	f865f4736afda40b0e63394c4e1b4032bca33edc3a21d02db3191dfab8bfd5fa	YES	201	OWNED_SOURCE_MEMBER	ci/deployment	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	infra/fastapi/tests/conftest.py	0a201610416730218949b34628d79cac31fce334ee21540278efeb6854ddc04f	0a201610416730218949b34628d79cac31fce334ee21540278efeb6854ddc04f	YES	79	OWNED_SOURCE_MEMBER	test	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	infra/fastapi/tests/test_nabd_backend.py	ff9a32ed66744735541b04a66d4b7c94a54b6d3a3dda227deaea7423aad14ce8	ff9a32ed66744735541b04a66d4b7c94a54b6d3a3dda227deaea7423aad14ce8	YES	414	OWNED_SOURCE_MEMBER	test	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	test/app.boot.e2e-spec.ts	9fed1b4ab5696a326ea0ba83e825fcc09d4946ad6ce501bb2221bec1ded527fe	9fed1b4ab5696a326ea0ba83e825fcc09d4946ad6ce501bb2221bec1ded527fe	YES	35	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	docs/PATIENT_WEB_PUBLIC_DISCOVERY_HANDOFF.md	4990e5fc6f2c37e3faa92a5ee3e244c1f3c088002ab94ba92073b3b29ffe6c91	4990e5fc6f2c37e3faa92a5ee3e244c1f3c088002ab94ba92073b3b29ffe6c91	YES	40	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	assets/insurance-logos/chubb_arabia.webp	2ad752bf04986c3b8d69ad281a510a5bbd2538db5a01fbd6a4d448cb4159addf	2ad752bf04986c3b8d69ad281a510a5bbd2538db5a01fbd6a4d448cb4159addf	YES		EXCLUSION_BINARY	binary asset/package	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	assets/insurance-logos/walaa.webp	8e7ba98a7e2d6b6508ed0699ba3e9f069f204d3f44ec18de4dbe3fc41a4c6bc0	8e7ba98a7e2d6b6508ed0699ba3e9f069f204d3f44ec18de4dbe3fc41a4c6bc0	YES		EXCLUSION_BINARY	binary asset/package	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	assets/insurance-logos/al_sagr.webp	a70cba1c1ad3fc7e28955834c2387d0fce324b64172fd60377779e7cf9372ebc	a70cba1c1ad3fc7e28955834c2387d0fce324b64172fd60377779e7cf9372ebc	YES		EXCLUSION_BINARY	binary asset/package	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	assets/insurance-logos/acig.webp	041c9cd3bae243374e8b9d4a63d52d9aefbe5124d72b32c39529a68e58c90906	041c9cd3bae243374e8b9d4a63d52d9aefbe5124d72b32c39529a68e58c90906	YES		EXCLUSION_BINARY	binary asset/package	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	assets/insurance-logos/README.md	d60c10ae0bc8c70b3d6be46e5672c03a3f083eb47e7ea1022848d2cad791a922	d60c10ae0bc8c70b3d6be46e5672c03a3f083eb47e7ea1022848d2cad791a922	YES	27	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	assets/insurance-logos/liva.webp	8d351cde8087f5b77afbb248a6927a0e3c5ee840c5646450f83c4190780e9dc0	8d351cde8087f5b77afbb248a6927a0e3c5ee840c5646450f83c4190780e9dc0	YES		EXCLUSION_BINARY	binary asset/package	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	assets/insurance-logos/tawuniya.webp	e82845c5ba20dfb55d3344511371712aec338fe826a255d2b23348b1220bb066	e82845c5ba20dfb55d3344511371712aec338fe826a255d2b23348b1220bb066	YES		EXCLUSION_BINARY	binary asset/package	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	assets/insurance-logos/al_rajhi_takaful.webp	739a6e2376584db4d4f5f644eee21ce4f61782b6aece1c2a8577c9c501e185c8	739a6e2376584db4d4f5f644eee21ce4f61782b6aece1c2a8577c9c501e185c8	YES		EXCLUSION_BINARY	binary asset/package	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
