screen_id	surface	source_path	sha256	line_count	action_signal_lines	state_signal_lines	mock_blueprint_signal_lines	role_matrix_status	cta_inventory_status	scenario_matrix_status	contract_status	data_source_status	security_review_status	gap_disposition
AD-011	admin	src/pages/admin/disputes.tsx	d7e3e700b3689f78d9cdcebfef4fdafe44494b8916eed65b5d43b3101cc1c325	144	30,48,76,121,127	3,7,12,18,38,44,48,56,83,87,108,121	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-012	admin	src/pages/admin/financial-ledger.tsx	df6e0383dfccdac183f155e196d5c53b32dcf733c4fc114067451c5db1f170d6	342	164,167,253,289	17,24,69,79,80,85,86,121,122,123,124,126,130,131,136,138,142,144,252,271,276,277,280,283,284,285,288,289,306,314,316	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-013	admin	src/pages/admin/fraud-monitoring.tsx	dd893f8f910cae17f8f9e877e4b4f8057675d8fbfd03ce152a5a88ebeccf1c70	145	NONE	47,48	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-014	admin	src/pages/admin/health-dashboard.tsx	5e054e55894f3f0ebbeb7a96ddd704d1cc55efab8fbddfcbf6c4505c06721cf1	125	NONE	6,20,70,71	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-015	admin	src/pages/admin/image-suggestions.tsx	bf384dba3b0c6992820fd56788d142c79b8b7c1266aa6d573931f85a7dbebe8d	132	67,107,111,124,126	6,7,8,13,17,53,54,74,77,105	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-016	admin	src/pages/admin/insurance-companies.tsx	8873703f8a59172e4143fb0137dabc030a714bc0b882a1e1790f517d1199d023	279	160,183,199,205,206,219,225,238,251,263	6,12,13,14,15,17,19,20,46,61,80,98,118,141,167,189	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-017	admin	src/pages/admin/insurance-queue.tsx	81f96f5a0486ea4887476f1ad57b195d01670f63cbcb93f314f118597c0083ed	222	66,96,103,126,168,169,170,174,185,186,189,215	4,7,8,9,12,13,16,19,20,23,25,26,36,37,38,54,81,84,85,92,106,108,109,142,144,150,161,183	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-018	admin	src/pages/admin/legal-policies.tsx	0eb0411e947d211b072afc2ba09ddd73037277d753cc938e8544c8b0ec0ea292	133	102,111,112,122,125	NONE	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-019	admin	src/pages/admin/medicines-catalog.tsx	442e55a22862bbf77777874d2ddd1c8fc7040502d15ad3be25f8f17b5a80e7ad	513	233,251,283,318,321,355,362,364,366,379,380,392,459,460	19,65,66,71,78,124,127,195,198,199,241,326,391,393,397,398,411,414,419,424,457,472	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-020	admin	src/pages/admin/notification-center.tsx	71a4deb864ea99684ed4551066b6a2132eaefc8f6721ddbd91720a3dca6f163c	243	175,178,189,191,228,229	20,85,100,102,194,229	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-021	admin	src/pages/admin/nursing-portal.tsx	68bdd356f7b27a7e0dae8d49e45d9259a70bb0119d3c1ed1041b1cb3501686f4	77	61	6,18,43	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-022	admin	src/pages/admin/order-detail.tsx	06ae2f8428067629748e733615cb003088f13abf47a9da7aadb8322d77315eca	122	29	8,12,13,18,31,33,34,50	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-023	admin	src/pages/admin/payouts.tsx	23de0779928df008521f29ae1e70c42b2be4670ebd59d515ea551cd8fc865b91	165	76,86,125,131,149,150	4,25,26,34,81,83,85,90	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-024	admin	src/pages/admin/pharmacy-procurement.tsx	90c61ca26ce680b7fe4fad7f53f01a4afe670f6b651654218b644d9128803444	182	87,119,166	11,15,17,18,24,25,40,90,92,161	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-025	admin	src/pages/admin/provider-audits.tsx	6ee1935bb2b7f82af362339c2c67e86cf9fb71801eee30106db7b3892f74ff6f	68	58,59	16	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-026	admin	src/pages/admin/provider-moderation.tsx	a5c7d2cf77bf485a30007dcc5ce88980d41db52b79bdfb71907bd64c536c92fe	318	180,183,197,203,236,239,280,283,309,310	30,33,58,59,73,88,89,110,133,150,167,193,196,202,208,209,249	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-027	admin	src/pages/admin/rbac.tsx	1ce439fc9d76aad7d793c5a13302b8516a23aab14056b5dec75ab69df208d11f	138	84,86,91,93	NONE	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-028	admin	src/pages/admin/security.tsx	0f76507f94d92a11947e367fe6430f0d25eda878903ddedc30aa914318d3272d	174	117,156	22,134	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-029	admin	src/pages/admin/shortage-reports.tsx	b4d83c9685a2a70054c8bf4f8f31f820a41d4ceb14bef1c27b780deba257cbf1	161	76,120,127,137,152,154	5,6,7,12,17,59,60,85,88,117,135	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-030	admin	src/pages/admin/sos-monitor.tsx	0e80d8bf719034cb600ed38ac5f8e2020d8123950a5522a98ae83c4b4241967c	189	90,98,156,169,170,174	4,27,32,33,77,93,95,97,102,110	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-031	admin	src/pages/admin/support-tickets.tsx	dc68a820ac9f7195fcb92b07f85ceecf0d477772ef1491227cd3739a80236236	147	65,72,105,108,110,134	4,21,22,75,77,78,81	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-032	admin	src/pages/admin/users-management.tsx	aaf12290cc7a8235122f50853963ea2c17908ef73c4eee3e2986cb4427b7d89c	475	275,282,290,298,330,331,344,454,456,458	36,41,176,180,181,182,190,222,228,229,232,398	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-033	admin	src/pages/api/hello.ts	546a4296c534a6f7a6f63ee24ad8216f39a7344d7b6e5fc39a23110dc7be4351	14	NONE	NONE	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-034	admin	src/pages/articles/index.tsx	8084a7f592a661b43e01848bbd48dc52b33c7345dab6933071e30df3f3fb5de8	24	NONE	NONE	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-035	admin	src/pages/doctors/index.tsx	352cfe73536b7bb23b6f9865492db5a5cb453eb0196fac89af1f9f9badc3f17c	24	NONE	NONE	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-036	admin	src/pages/facilities/index.tsx	5928cb45c84c0f8bcc91e5a4e1fdf7b58c460ff9baf60386380e85fef98ca2da	24	NONE	NONE	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-037	admin	src/pages/home-care-services/index.tsx	865dc45188dc5f37c37f87f11ec74e0250f3904b0e56c1a4834dfb90e25bd2b8	24	NONE	NONE	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-038	admin	src/pages/index.tsx	a24fce8b0c6c18e0d972543471c831370ed44dfa9423b0ec92855b66644a06c5	94	NONE	4,78	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-039	admin	src/pages/lab-services/index.tsx	02cf719a0fcabdd74d814dad7a1c389e7139552f00644af2b2449b147be87d8c	24	NONE	NONE	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-040	admin	src/pages/login.tsx	0cccf5e30392476ee3dad530e33c09de9a8669b85ea0ac8f1c4ee59c5b51b314	380	31,62,84,103,122,238,268,309,322,336,368	11,23,24,37,68,90,108,129,181,187,226,230,234,258,262,265,298,303,306,322,326,330,358,362,365	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-041	admin	src/pages/medicines/index.tsx	2ddae3c636d80311fd3417bb0dcc65830f50e0cc00e81d8ba0d36515c2847ba5	24	NONE	NONE	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
AD-042	admin	src/pages/s/[type]/[slug].tsx	3fedad17614dff0007a5d63f21dcd29332e84c4b8d090f9f31e5a30a0772c698	257	246	5,49,163,249	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
