product	path	category	tree_status	baseline_sha256	incoming_sha256	comparison_basis	semantic_interpretation
BACKEND	assets/insurance-logos/chubb_arabia.webp	BACKEND	SAME_CONTENT	2ad752bf04986c3b8d69ad281a510a5bbd2538db5a01fbd6a4d448cb4159addf	2ad752bf04986c3b8d69ad281a510a5bbd2538db5a01fbd6a4d448cb4159addf	source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	assets/insurance-logos/cigna.webp	BACKEND	SAME_CONTENT	889bec3f443c7ac217766799c12ab9164de9daac242f3e5d0d14439b0390d565	889bec3f443c7ac217766799c12ab9164de9daac242f3e5d0d14439b0390d565	source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	assets/insurance-logos/gig_gulf.webp	BACKEND	SAME_CONTENT	e627f1fa288f064174877b3a2e284dc332754a257faaa087f11d74e3edeee473	e627f1fa288f064174877b3a2e284dc332754a257faaa087f11d74e3edeee473	source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	assets/insurance-logos/gulf_general.webp	BACKEND	SAME_CONTENT	5de7996e87d7085b9c21aa5c43b81a6c1bff1a3e2f2349f458584de89d977c1d	5de7996e87d7085b9c21aa5c43b81a6c1bff1a3e2f2349f458584de89d977c1d	source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	assets/insurance-logos/liva.webp	BACKEND	SAME_CONTENT	8d351cde8087f5b77afbb248a6927a0e3c5ee840c5646450f83c4190780e9dc0	8d351cde8087f5b77afbb248a6927a0e3c5ee840c5646450f83c4190780e9dc0	source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	assets/insurance-logos/manifest.json	BACKEND	SAME_CONTENT	b4cbcfdab7b894db1b3e4a0a1696353802ee28a936520caff813eb22f3fb4761	b4cbcfdab7b894db1b3e4a0a1696353802ee28a936520caff813eb22f3fb4761	source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	assets/insurance-logos/medgulf.webp	BACKEND	SAME_CONTENT	1baf5005b682acd78a164f2162928a6709fae69f9c7e90de7ebd8d9d40b47566	1baf5005b682acd78a164f2162928a6709fae69f9c7e90de7ebd8d9d40b47566	source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	assets/insurance-logos/saico.webp	BACKEND	SAME_CONTENT	d12a895eb77e16aa167efd078aa91424f2652a67036a4c475b338e03b321ac0e	d12a895eb77e16aa167efd078aa91424f2652a67036a4c475b338e03b321ac0e	source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	assets/insurance-logos/salama.webp	BACKEND	SAME_CONTENT	da589d2911a1516fd208b3b2ad829e3d796be7d98670f736af202b0c35e2e257	da589d2911a1516fd208b3b2ad829e3d796be7d98670f736af202b0c35e2e257	source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	assets/insurance-logos/saudi_enaya.webp	BACKEND	SAME_CONTENT	b5816eb3be4ee5d9cc617ae043e74815945cebe745c6c6b922d12332ce32210c	b5816eb3be4ee5d9cc617ae043e74815945cebe745c6c6b922d12332ce32210c	source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	assets/insurance-logos/tawuniya.webp	BACKEND	SAME_CONTENT	e82845c5ba20dfb55d3344511371712aec338fe826a255d2b23348b1220bb066	e82845c5ba20dfb55d3344511371712aec338fe826a255d2b23348b1220bb066	source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	assets/insurance-logos/walaa.webp	BACKEND	SAME_CONTENT	8e7ba98a7e2d6b6508ed0699ba3e9f069f204d3f44ec18de4dbe3fc41a4c6bc0	8e7ba98a7e2d6b6508ed0699ba3e9f069f204d3f44ec18de4dbe3fc41a4c6bc0	source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/ADMIN_DISPUTES_SOURCE_SCOPE_BLOCKER_20260818.md	BACKEND	BASELINE_ONLY	73c2592f7886c8fad2a52204f9028c868b72be57f55c9baed8be514d46e10280		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/ADMIN_QA_ROUTE_BUTTON_INVENTORY_20260818.txt	BACKEND	BASELINE_ONLY	c1de3cbf858101b65ce89032020a428fccd24bc1e94f8fe3ba5dc3dc0f0d1899		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/ADMIN_SOURCE_INVENTORY_20260818.txt	BACKEND	BASELINE_ONLY	7ff8b14eebdbd8c4b2015a8fece3c289ae7e82696e407a4d5e8357c172af6659		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/AUDIT_REPORT_BUILD_GATE_20260818.md	BACKEND	BASELINE_ONLY	198673d7b788302f64a976795bdd69cbabb366219ea2e852eacb66c8e9365207		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/AUTHORITATIVE_SOURCE_HASH_SNAPSHOT_20260818.txt	BACKEND	BASELINE_ONLY	9b5b3b7a4c5c59b34760303e1966528b0af2daaa8cdb63ce00d7778cec15e2e3		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/AUTHORITATIVE_SOURCE_REGISTER_20260818.md	BACKEND	BASELINE_ONLY	852333eb330c65798a4f3525b89a01e57ed0d9e2b4301a4802b51d9fa89d72f2		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/BACKEND_SOURCE_IMPORT_PROVENANCE_20260822.md	BACKEND	BASELINE_ONLY	1abf0c25682b27f1bf5fe386b8b84dda780440daa68515af121b9ccb4ef97c76		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/COMMUNICATIONS_IMPLEMENTATION_VERIFICATION_20260817.md	BACKEND	BASELINE_ONLY	71635c6c882689a98d6eefdf5f2f69f3ba9a8941a00235e41e0927aad2b227c4		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/COMMUNICATIONS_SOURCE_TRACE_20260817.txt	BACKEND	BASELINE_ONLY	bf80baa70f467741b46b725ed10d57cdb53ba132440a69d79e3ee8a10239d78b		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/COMPREHENSIVE_SERVICE_SCENARIO_MATRIX_20260818.md	BACKEND	BASELINE_ONLY	982e1076517a57473404f90af83ad40a5119d82bf4c21da2f6dad3853f673d10		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/CONSENT_CONTRACT_REVIEW_DRAFT_20260817.md	BACKEND	BASELINE_ONLY	95c46c7b1d81ca77812c8b45fd85f325f7fdced300638cb828c04b6db4974b20		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/CONSULTATION_BACKEND_APP_CONTRACT_MAP_20260818.txt	BACKEND	BASELINE_ONLY	4bf00cc79e81c4f6c40496e8e99db55a711995d7de5aa2eadb07ebbdf7a254b8		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/CONTRACT_PACK_V1_IMPLEMENTATION_FILE_MANIFEST_20260822.md	BACKEND	BASELINE_ONLY	6ddf83103f96a631b6d4153dce8d9ff8b4880df90959c363e346427076323975		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/CONTRACT_PACK_V1_REMAINING_GAP_MATRIX_20260822.md	BACKEND	BASELINE_ONLY	a44929a6a8e1f107ffd83ed6a7063b67760eb534132a8b71cadee8aab6fd7399		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/DEPLOYMENT_AND_POST_DEPLOY_GATE_20260818.md	BACKEND	BASELINE_ONLY	4abbd37b6645555f444132453f89718261cab78167acfe47632fe225f0fe5376		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/DEVICE_AUTOMATED_BUILD_RESULTS_20260817.md	BACKEND	BASELINE_ONLY	04fac1c0292e400494ef82d8fee747500755fbcaccc706d7a2d2f1f530f3421d		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/DEVICE_FARM_BLOCKER_20260817.md	BACKEND	BASELINE_ONLY	4404d10dca79859ed96fe51315acc6f664c1b0a6070e2a5dd7526b8978eeb915		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/DEVICE_NabdProvider-android-build.out	BACKEND	BASELINE_ONLY	1e90d6d1f84344cf24dfd67652c7bbe63654668fa247be338d7fe63adf79de65		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/DEVICE_NabdProvider-eas-build.out	BACKEND	BASELINE_ONLY	19473f86b0d12802fa0b49c6e7cac3ced150391eb70203c646cdfdbff5569e37		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/DEVICE_NabdProvider-expo-config.json	BACKEND	BASELINE_ONLY	940aefccaaacb1fea127386a861d97033e31676cdabe1ba134f7eb86216f4b4a		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/DEVICE_NabdProvider-prebuild.out	BACKEND	BASELINE_ONLY	8216291ad75eba6c32b02e40382f8b25182bfdfec8013e3c6f449111f02df097		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/DEVICE_NabdProvider-web-export.out	BACKEND	BASELINE_ONLY	c75c3c9b1a2276f8f6cb7add5ed2db6eeda378a3b895c156c4b409da43a06676		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/DEVICE_READINESS_REPORT_20260817.md	BACKEND	BASELINE_ONLY	9368a878ec25b985d74d61db4d78bbdddc72c7ef6143b3ad4166f94ccc892e37		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/DEVICE_SCREEN_ROUTE_INVENTORY_20260817.md	BACKEND	BASELINE_ONLY	1ac02634e14893c645fd99d0affc76d8af52c24527bea977269067c3822446eb		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/DEVICE_VALIDATION_INVENTORY_20260817.md	BACKEND	BASELINE_ONLY	82fd1d945f0f00442ad2ffc4fe76f64e0b7943c485b3e8341b3ba556947e4830		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/DEVICE_nabd_plus-android-build.out	BACKEND	BASELINE_ONLY	fa0c37bab01bf11eb3636c5dab52fbd2d6d1c5e230133f282fa109d82eba0272		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/DEVICE_nabd_plus-eas-build.out	BACKEND	BASELINE_ONLY	b65e6fe63889e82f9ce98fd7dc6e4bb384f30d7a7269c04dc86a89a5b5db6f4c		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/DEVICE_nabd_plus-expo-config.json	BACKEND	BASELINE_ONLY	b1e885d59c78777470703eef092aaa3cd2a56b03a50adcf792ea682fef8718f5		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/DEVICE_nabd_plus-prebuild.out	BACKEND	BASELINE_ONLY	f0781739239c79945171bf0fcb32ecbc4b8761ba9a056269b070d48cd1df55c4		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/DEVICE_nabd_plus-web-export.out	BACKEND	BASELINE_ONLY	5f3544d5bc6312e0e89ba51801b90b7b472710cec709f35b8f449fde5863909f		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/EMERGENCY_LOCATION_POLICY_REVIEW_DRAFT_20260817.md	BACKEND	BASELINE_ONLY	762cb469131baf9a3dc179d03cfca4ce4f4cbd6aa35621d5ecdd7bef4f7ad3c1		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/ERROR_CODE_REGISTRY_REVIEW_DRAFT_20260817.md	BACKEND	BASELINE_ONLY	f4214e076551ac15452ca79692e1e79d5230474d64b34457d75f6ec8768586ad		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/EXECUTION_COMPLETION_MATRIX_20260816.md	BACKEND	BASELINE_ONLY	23941c59c99711e629b62effd998883e330cfc8975d49368696793eb6f706f0d		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/FULL_CLOSURE_BASELINE_20260818.md	BACKEND	BASELINE_ONLY	9bc6128714da95850ec93eae47cb7026ab2fdbb9d7361f419de55da1fbd454af		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/FULL_E2E_BACKEND_ROUTE_CONTRACTS_20260817.md	BACKEND	BASELINE_ONLY	5427b2246fb0ad0a376840a6c4e51531c0829dcb2ca3cf7623ee8c6b31d035e3		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/FULL_PLAN_RECONCILIATION_WORKING_NOTES_20260817.md	BACKEND	BASELINE_ONLY	32e5213860b8eab965d095fd6fb62a5ab4a6d2082fe4b1b069d4dcc4089064a5		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/FULL_PRODUCTION_E2E_TRACEABILITY_20260817.md	BACKEND	BASELINE_ONLY	14147c2e08be0e430a611ece44b9ff51398b6a3c95f58d98afbefd736dba969a		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/FULL_SYSTEMATIC_QA_EXECUTION_REGISTER_20260818.md	BACKEND	BASELINE_ONLY	7f379b1831046061c957d862f3fd8f41c19d87d8fd8ab7ad577cb5473f966ae5		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/FULL_SYSTEMATIC_QA_FINAL_REPORT_20260818.md	BACKEND	BASELINE_ONLY	600c1f375983ae8f94ef6cf2483a8079db319b9962956fc5ed2f59ecb07af08f		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/INSURANCE_NETWORK_PROVENANCE_AUDIT_20260820.md	BACKEND	BASELINE_ONLY	da859387c93417152d4d1fefbc4e50a0fb5598a95214a2b0b70582263670a28e		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/INSURANCE_OFFICIAL_SOURCE_FINDINGS_20260820.md	BACKEND	BASELINE_ONLY	63640218478c95ac2bf870c12d8ae422e62d593ac38a2a97987a25e34a34d4b6		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/LABS_ENGINE_LEGACY_AUTH_DRIFT_20260818.md	BACKEND	BASELINE_ONLY	8307d877a39c0f63d498b40e3313ab735d9d47f681371f6dcbdfe05f947911d6		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/LAB_CONTRACT_RECONCILIATION_BLOCKER_20260818.md	BACKEND	BASELINE_ONLY	97f4408dcca4df2c9c3082bc5bb6aeb069f7fe6f5f61747006d61156bdfab45b		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/LAB_INBOX_ELIGIBILITY_SUMMARY_20260818.json	BACKEND	BASELINE_ONLY	a9b6af87d89fc27945bb7b47e4a191c4c95aecd875195bda3988e369c83d7a53		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/NABDAH_ACTUAL_API_CALLS_20260818.tsv	BACKEND	BASELINE_ONLY	c8e762bd15fbe0c0ecb8e97fecfa1d1f6233ce316602f06174e07a90386e4fb1		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/NABDAH_ACTUAL_API_RECONCILIATION_20260818.md	BACKEND	BASELINE_ONLY	1fde3696723bed03a4ad9d9b6850b5f102f4e51fe4bec93813153d67f9bdff0d		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/NABDAH_ACTUAL_API_ROUTE_MATCH_20260818.tsv	BACKEND	BASELINE_ONLY	848a6259bd1fe029af62f6758545c55e16988b4eb0ae37a68d8a037c5c162722		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/NABDAH_AGENT_TRANSITION_OPEN_WORK_AND_REMAINING_PHASES_20260819.md	BACKEND	BASELINE_ONLY	eddcf451c503f05417d066e268af831d280ba33c6f2ebc01c485397df3710929		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/NABDAH_BACKEND_COMPILED_ROUTES_20260818.tsv	BACKEND	BASELINE_ONLY	e8fe9cb82f8c284b6d335dac0778a271b36b4edaf1e982267f25749386baa8a5		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/NABDAH_BACKEND_DEPENDENCY_MIGRATION_20260819.md	BACKEND	BASELINE_ONLY	ff71912df8beb2262304b5ba0c859fca8ec334e2dfdbc9f2f3b6eb674e773bd3		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/NABDAH_BRANCH_COMPONENT_MAP_20260818.md	BACKEND	BASELINE_ONLY	e9c499a76bec7491261b2abc331ab723dae3cb374e8521511ee75d397c5da9d6		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/NABDAH_BRANCH_HISTORY_AND_APP_SCOPE_VERIFICATION_20260818.md	BACKEND	BASELINE_ONLY	36b7e981b8c699a30120c0c3f27b5689f7101df0b9746e2ed57b067f61ee1a78		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/NABDAH_BUILD_ENVIRONMENT_GATE_20260818.md	BACKEND	BASELINE_ONLY	f5b574babb18b9c91d2689e4d74fb9a49c0949306d24ab8d8bc4ca750fa510be		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/NABDAH_CATALOG_GOVERNANCE_PUBLICATION_HARDENING_20260820.md	BACKEND	BASELINE_ONLY	baae9ba028d6fbfbf873f40bfc2b9e8829bde7e2bb6d5fb7d2a2da857c3c26ab		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/NABDAH_DEPENDENCY_REMEDIATION_FINAL_DOUBLE_CHECK_20260819.md	BACKEND	BASELINE_ONLY	28fcbf36be3f20b3035dc23532747cbc9bd21313e06ed7c2cec101218b7732e7		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/NABDAH_DIRECT_BACKEND_BUILD_ENV_BLOCKER_20260818.md	BACKEND	BASELINE_ONLY	f5cbb53726cb03e8e323f3beeb10997f7354a75c45f64ad43cc370cb2574ef96		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/NABDAH_DIRECT_COMPONENT_INVENTORY_20260818.txt	BACKEND	BASELINE_ONLY	a6a939328fdcebf1593d47e15a72fae698d4188df008e1d2e2e296b8ab7adc12		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/NABDAH_DIRECT_SOURCE_BRANCH_EVIDENCE_20260818.md	BACKEND	BASELINE_ONLY	ebacbb0393afe06cd58d0199961fae8d3889a4e0892c12eca0b064cd398514bc		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/NABDAH_ENDPOINT_CONTROLLER_MATCH_20260818.tsv	BACKEND	BASELINE_ONLY	70e39f96861486dc86bb4f974462b8a34eabde1b38097eb0a2b12945ddf02f9b		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/NABDAH_ENDPOINT_CONTROLLER_RECONCILIATION_20260818.md	BACKEND	BASELINE_ONLY	e94f109782a17fc549c6f49cdcbb8ef7a9c7aca2816d1a7c4a090b18e333e0e4		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/NABDAH_ENDPOINT_CONTROLLER_RECONCILIATION_20260818.tsv	BACKEND	BASELINE_ONLY	ef4947bd68149cda834b3221e21ae3de5969b3672b239c3c8542efa6a3e6e80f		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/NABDAH_EXPANDED_FULL_SYSTEMATIC_QA_MATRIX_20260818.md	BACKEND	BASELINE_ONLY	9b53cfc5d661fa8308379f68514bb5bc8b9838ff85a1bd8be3c31fd3f2554d6d		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/NABDAH_EXPO_MIGRATION_METHOD_20260819.md	BACKEND	BASELINE_ONLY	1a4656ddd91fb6941cd38c2ac63078ee6e658f75c1f730b4dfd2c4877a30baac		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
BACKEND	audit-artifacts/NABDAH_FINAL_PHASED_EXECUTION_PLAN_20260818.md	BACKEND	BASELINE_ONLY	4d58a7f51bc4cf8b1854322480cee45c9ea128705b664749360199a7607b4de0		source-directory-byte-hash-unrelated-snapshot	NOT_ASSESSED_BY_FILE_DELTA
