screen_id	surface	source_path	sha256	line_count	action_signal_lines	state_signal_lines	mock_blueprint_signal_lines	role_matrix_status	cta_inventory_status	scenario_matrix_status	contract_status	data_source_status	security_review_status	gap_disposition
PR-011	provider	src/screens/doctor/components/DoctorStatsRow.tsx	9339a2b5a24a0186f4de4ce352b3dea1db289b96a127e8fc0d1981bcb5427df2	62	NONE	11,31,32	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-012	provider	src/screens/doctor/components/DoctorUrgentRequests.tsx	b76547430d1b27230e84b9e0730154742179ba2a4f7e7ec9a4c46cf4c9cd09b4	109	55,62	NONE	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-013	provider	src/screens/facility/DischargeSummaryScreen.tsx	d3b426c588120d3178ecd2c88320498b7511c923ac65a0a08c8d6a0e61ca899c	172	25,45,80,162	16,54,66	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-014	provider	src/screens/facility/FacilityAnnouncementsScreen.tsx	8b6f09493f5b9b155c2dfb28a03ab3731a6a53722d05a93b6a026fd71fc8f5ae	99	21,32,68	16,37,68,75	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-015	provider	src/screens/facility/FacilityAuditLogScreen.tsx	f4835e692c52ca8903496085615b4aac82b89aea9666e04f1077edd8e1f15c53	60	16	NONE	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-016	provider	src/screens/facility/FacilityDashboard.tsx	2393908aee819d18dd0c62a0b1a6adf5f34383c4a966e6a143aa734ca71a12fb	2473	77,87,90,99,140,141,160,183,191,202,226,227,228,231,234,236,263,264,265,272,273,274,304,307,319,427,555,579,598,604,620,644,680,684,691,759,827,843,886,920,939,1017,1031,1060,1062,1090,1099,1133,1147,1175,1192,1242,1278,1300,1302,1316,1325,1341,1353,1371,1440,1472,1493,1517,1539,1572,1593,1625,1663,1665,1672,1691,1724,1820,1824,1842,1901,1955,2016,2039,2054,2072,2134,2137,2170,2187,2232,2248,2255,2256,2257,2258,2259,2271,2284,2290,2304,2335,2338,2355,2397,2406,2450,2466,2467	14,41,59,67,73,74,83,87,88,95,97,98,99,101,104,132,173,187,211,226,241,242,418,498,538,542,546,566,584,619,655,656,738,743,781,822,920,1064,1122,1137,1161,1170,1182,1202,1316,1325,1447,1455,1458,1538,1573,1582,1584,1589,1593,1598,1605,1606,1610,1613,1614,1621,1622,1623,1639,1643,1644,1645,1660,1687,1738,1743,1747,1748,1757,1759,1921,1937,1950,1971,2005,2054,2095,2175,2177,2188,2190,2222,2223,2304,2328,2341,2364,2376,2441,2444,2447,2450,2451,2454,2460,2462,2463,2466,2467	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-017	provider	src/screens/facility/FacilityInternalChatScreen.tsx	e24674b2fa1cd28bf10c828ac5c62ae7d17e8fad8cb416a5f4a0f49f3ebec6c5	127	22,37,55,88,106	59	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-018	provider	src/screens/facility/FacilityInvitationScreen.tsx	1c4a76f9bf2eb576ab3af0de8b9f388dd24e22e43b4166418d0d9923a9ee86a7	148	53,86,141	16,23,36,62,63,64,142	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-019	provider	src/screens/facility/FacilityLeaveRequestsScreen.tsx	0185d7bf6ae37fe566b60774b50e32c80d8eaf82916dd61ce2836648ae7ee562	106	33,44,84,90	16,24,42,46,48,71,72,76,84,90	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-020	provider	src/screens/facility/FacilityPatientTrackerScreen.tsx	c4e2a3ed2e91ac53d2f88b142c4af55a8b1448b80818ff09bfe159377bd0eebb	80	16	NONE	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-021	provider	src/screens/facility/FacilityProfileConfigScreen.tsx	ca2f44fbe4b882edcb7065499fa321b9ec31b34e85e8549fadfc2a5de7662e73	121	26,43,99,117	21,35,53,61,117	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-022	provider	src/screens/facility/FacilityRegistration.tsx	af9cef5840c337b0f249438899b1347fbdc887ce35338c0e9135a06a44f6c4bb	1177	174,197,204,220,235,245,262,284,296,304,380,389,407,492,511,519,529,589,653,714,775,800,812,820,980,994,1008,1033,1103,1145,1148,1155	14,63,67,75,102,147,162,164,181,182,184,185,186,188,190,223,227,237,247,254,255,286,327,367,369,385,440,441,442,443,575,606,633,642,694,703,755,764,802,830,834,870,871,872,886,899,912,928,930,960,962,969,973,974,1051,1071,1073,1078,1082,1173	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-023	provider	src/screens/facility/FacilityResourcesScreen.tsx	0b3239a7b6336724d9f1f9d5ecaa52d1984dc8dbe075797ad0df4f893a088bd2	151	33,47,60,76,93,104,110,138	22,42,52,63,94,110,114	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-024	provider	src/screens/facility/FacilityUnifiedCalendarScreen.tsx	725394aa34f8fa086355cf44f4e2defb5d0f37e922683604241e3d4f1830eca7	59	16	NONE	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-025	provider	src/screens/lab/LabDashboard.tsx	5598067bbd62c85020ff35de7804fefb6d444f48cc6fa01bb60da0809ca9f55f	1612	56,79,82,85,88,99,153,161,173,174,181,186,190,192,224,241,310,373,383,397,410,425,440,496,498,500,513,515,517,523,529,535,552,561,569,577,579,592,614,629,642,648,653,691,692,693,694,741,807,816,818,819,823,826,841,846,849,882,883,921,931,943,970,1006,1009,1045,1079,1081,1089,1091,1101,1102,1106,1107,1111,1112,1137,1140,1175,1176,1242,1256,1326,1327,1343,1386,1387,1388,1389,1390,1391,1392,1393,1406,1412,1413,1422,1425,1449,1508,1520,1541,1569,1583,1598,1607	13,28,34,36,41,46,52,53,63,64,65,66,75,95,96,97,99,102,104,106,113,116,119,143,157,173,179,184,195,201,218,232,234,288,307,342,344,354,364,367,373,383,388,397,398,401,410,415,425,430,440,445,451,455,458,460,461,462,470,476,489,493,495,498,500,504,510,512,521,523,527,533,535,540,541,552,560,579,593,610,617,633,659,725,745,818,823,826,830,846,850,854,872,887,931,982,1005,1016,1027,1030,1031,1032,1045,1052,1054,1081,1085,1091,1094,1102,1107,1111,1112,1114,1132,1138,1140,1144,1231,1235,1236,1243,1244,1246,1256,1258,1265,1288,1294,1297,1306,1326,1335,1336,1339,1340,1342,1344,1347,1349,1353,1355,1390,1391,1492,1511,1531,1537,1556,1563	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-026	provider	src/screens/lab/LabQcActions.tsx	3afeb4a1d19d5cd5b7b75fbb2c502a1872e9d0f7f3d2693c9cce6be86a1285f7	159	27,54,60,65,75,82,94,100,121,123,143,145	4,31,53,59,74,80,83,99,120,121,123,142,145	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-027	provider	src/screens/lab/LabRegistration.tsx	57b60ff59e885e842e71cb7de47bb6d50412c24da23c3510ed03d8e92461b4bb	1859	312,319,369,384,394,413,550,619,650,686,701,711,736,766,857,870,917,924,939,970,1014,1065,1085,1102,1117,1212,1241,1281,1283,1358,1375,1424,1448,1482,1507,1522,1549,1748,1791,1794,1834	20,177,197,219,238,246,253,274,293,303,319,372,376,386,396,403,404,438,455,483,489,500,518,525,533,534,550,577,596,645,758,1076,1083,1177,1187,1289,1295,1339,1340,1463,1466,1467,1475,1476,1566,1577,1581,1585,1589,1593,1603,1609,1692,1714,1816,1834,1838	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-028	provider	src/screens/nursing/NursingDashboard.tsx	0a11beb69e3d47f5cecf65095aabd329d5c66315ba66f865cfb22c997e72194d	1722	84,85,86,118,126,141,143,151,153,177,187,190,193,195,197,205,230,279,295,328,341,342,362,375,378,387,402,424,435,489,490,493,494,495,496,497,499,510,533,545,580,602,615,660,663,667,670,699,710,753,774,804,808,870,913,918,926,950,956,1010,1031,1032,1047,1060,1072,1102,1119,1149,1150,1151,1152,1153,1154,1155,1156,1157,1173,1179,1180,1181,1190,1193,1216,1249,1275,1308,1377,1402,1436,1448,1469,1471,1514,1532,1574,1600,1613,1628,1629,1660,1677,1718	5,13,26,43,50,72,73,74,89,95,108,122,148,154,158,176,177,178,181,202,206,207,234,260,290,291,292,293,294,295,298,300,301,306,310,313,315,326,327,328,330,332,333,337,341,342,358,365,366,371,375,376,383,385,386,387,389,392,402,417,419,424,425,429,435,436,440,446,450,452,453,454,455,460,469,476,479,482,483,488,489,492,493,494,495,496,497,499,507,519,520,547,556,558,559,580,601,602,607,614,615,617,624,632,633,666,670,676,691,707,718,732,753,766,768,803,807,814,823,843,854,869,870,881,891,892,925,951,962,968,981,987,988,993,1000,1009,1025,1052,1069,1071,1079,1083,1102,1120,1122,1143,1150,1154,1155,1211,1217,1220,1227,1239,1275,1298,1302,1314,1317,1377,1406,1436,1472,1475,1498,1523,1542,1552,1574,1585,1592,1600,1602,1606,1632,1645,1646,1681	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-029	provider	src/screens/nursing/NursingFieldOps.tsx	54e0b309678416542033816ef0a2b427bf23d96b30eeec2b13d03069c92d931a	318	67,136,143,150,158,167,230,239,266,281,290	9,15,19,20,67,75,83,91,136,143,149,158,166,238,254,265,276	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-030	provider	src/screens/nursing/NursingRegistration.tsx	ad140044fe6dcd23996b0657d22202fa5cf86129d99499e9f61adb419f4f7538	1042	181,210,232,239,265,280,290,371,372,376,377,381,386,388,422,423,435,447,470,490,541,555,570,580,587,604,657,670,703,733,747,762,787,969,1011,1014,1025	19,73,146,165,197,220,221,222,223,225,239,268,272,282,292,299,300,306,332,354,360,365,381,413,508,527,547,609,611,644,717,720,726,727,783,796,803,807,811,817,821,831,837,909,931,950,1025,1029	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-031	provider	src/screens/pharmacy/PharmacyDashboard.tsx	f0cbf70dac1ee4183f84080b039f783c553ad5a0fdee2811dac3e459750d6130	1756	109,117,125,141,142,148,151,154,221,256,275,322,323,335,384,405,440,490,510,527,536,575,596,597,612,615,618,626,637,640,641,655,687,689,690,697,770,771,793,840,889,932,999,1000,1025,1046,1062,1078,1103,1133,1139,1160,1197,1215,1239,1263,1271,1299,1309,1328,1334,1368,1391,1407,1436,1437,1453,1505,1518,1585,1589,1620,1628,1645,1670,1700,1721,1744,1751	5,7,15,16,42,45,55,99,112,121,122,123,124,125,142,144,160,164,225,227,228,231,249,254,256,258,259,262,264,268,269,277,290,297,301,323,376,378,388,394,401,404,405,406,410,417,419,423,430,437,440,447,448,450,452,460,465,481,490,512,543,553,561,563,567,587,596,607,626,640,709,712,723,729,735,737,743,759,797,803,822,849,889,897,898,922,926,927,934,942,943,944,946,952,969,990,1016,1025,1030,1037,1051,1064,1074,1083,1098,1121,1149,1159,1163,1177,1179,1211,1215,1216,1217,1220,1222,1239,1243,1249,1252,1253,1255,1259,1260,1262,1266,1285,1334,1385,1396,1404,1405,1407,1408,1411,1419,1421,1422,1423,1424,1425,1429,1436,1447,1449,1451,1460,1462,1466,1501,1520,1549,1551,1614,1650,1659,1673,1711,1724,1727,1739,1743,1744,1746,1751	216	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-032	provider	src/screens/pharmacy/PharmacyRegistration.tsx	0b55cd3ab0e2f82aeaea23ebbb1a7a6d5b0c5eebbcb8b53bb12201da9056c744	955	181,208,215,242,257,267,286,331,356,378,381,390,405,415,447,483,497,533,545,574,583,584,587,655,669,684,709,898,916,919,930	19,144,165,189,193,196,197,198,199,201,215,224,245,249,259,269,276,277,308,317,318,319,320,331,366,370,375,440,594,621,628,642,648,649,705,719,799,807,811,815,819,829,835,930,934	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-033	provider	src/screens/radiology/RadiologyDashboard.tsx	0d3e8c647db4a8c184f467fbf23ea24b23ab292e05bc4e04cc1dd1fb140de85f	564	58,66,72,75,91,100,113,141,142,155,163,194,197,205,212,228,270,271,272,274,275,277,278,281,282,284,285,286,295,302,307,314,319,344,353,359,384,392,398,399,435,440,452,468,479,489,490,512,521,539,554,558,560	10,15,24,33,48,62,72,73,74,85,86,99,107,108,109,110,111,113,117,125,134,138,139,140,143,145,150,153,158,159,160,161,163,165,169,170,180,181,184,185,194,198,205,206,212,213,224,231,239,251,270,271,272,274,275,277,284,285,286,290,291,295,300,307,312,319,326,329,330,331,332,333,334,344,347,353,354,359,360,369,384,398,399,410,440,443,454,472,513,539,553,554	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-034	provider	src/screens/radiology/RadiologyRegistration.tsx	c4dbe730524ee2230ccc49df48e6a5887af0a1e26fb1e99d38bd64e4a56fbdcb	1859	312,319,369,384,394,413,550,619,650,686,701,711,736,766,857,870,917,924,939,970,1014,1065,1085,1102,1117,1212,1241,1281,1283,1358,1375,1424,1448,1482,1507,1522,1549,1748,1791,1794,1834	20,177,197,219,238,246,253,274,293,303,319,372,376,386,396,403,404,438,455,483,489,500,518,525,533,534,550,577,596,645,758,1076,1083,1177,1187,1289,1295,1339,1340,1463,1466,1467,1475,1476,1566,1577,1581,1585,1589,1593,1603,1609,1692,1714,1816,1834,1838	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-035	provider	src/screens/shared/BlueprintScreens.tsx	f0684e7e1e24dccb0991c144e48c203843fd5d98eea514db6f2097838a5b8875	1409	59,75,77,108,135,162,205,211,232,249,289,293,310,339,533,537,559,581,603,642,646,654,685,702,796,812,837,850,867,887,923,980,1030,1041,1066,1067,1068,1099,1117,1129,1148,1169,1207,1267,1269,1286,1330,1351,1391,1394	54,62,82,83,95,96,126,146,162,227,245,246,262,289,306,336,352,364,417,448,504,589,613,685,698,735,745,788,807,815,827,832,841,867,923,940,993,1041,1069,1093,1120,1133,1154,1192,1199,1217,1325,1355,1372,1374	5	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-036	provider	src/screens/shared/FleetScreen.tsx	312f31308df6804fe7ab90af6ff91c383cd23d9e848d9ba79f28872df3e490b8	202	35,48,63,65,91,104,136,162,196,197	4,5,16,17,18,28,51,60,69,100,101,103,104,107,112,127,171,177,188,196,197	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-037	provider	src/screens/shared/InsuranceRequestsScreen.tsx	ac809655973b76f48db7f6da1f69cf896860e4f545470e55dcb62f1ac86aae98	285	49,90,177,207,267,274	3,6,7,20,21,24,27,34,49,53,76,83,90,96,112,118,129,135,141,143,167,173,192,269,272,284	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-038	provider	src/screens/shared/LiveKitRoomProvider.tsx	3a63053a168797a4f4f2ad3c6ca676ba9d8187ce651a1ca978dd46bafa7f26b6	80	31	NONE	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-039	provider	src/screens/shared/PharmacyChatResponder.tsx	d7cd494ff03b93f67db0a310c09c508a074e899ebd6ee56ab670530ff8d98777	103	55,72,83	NONE	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-040	provider	src/screens/shared/ProviderHome.tsx	c67cf757045bf0320048a20b4ddb3a758df9ae368c4feb986fd28b6e2d3beeb8	89	35,37,66	11,18,19,48	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PR-041	provider	src/screens/shared/RealScreens.tsx	9b925666429223807ecd50bf6f36597016939cb7176b432fb43a15b617fcb431	411	19,27,73,74,78,116,160,217,241,274,313,373,396	33,74,108,155,165,179,188,217,237,245,298,335,336,368,379,396	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
