archive_path	member_path	sha256	line_count	kind	role	domain	fully_read	evidence_file	evidence_section	line_ranges_read	routes_screens_actions	backend_consumers_or_contracts	auth_ownership	state_transitions	payment_insurance_relevance	error_empty_loading_retry_cancel	existing_tests	notes
web_admin_dashboard.zip	src/pages/index.tsx	a24fce8b0c6c18e0d972543471c831370ed44dfa9423b0ec92855b66644a06c5	93	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-admin/evidence/src_pages_index.tsx.md	Complete decoded member bytes; static semantic signals	1-93	"7: * M6-SEO1 / ER-2: public landing page — was an admin-only redirect (M0).; 38: <link rel=""canonical"" href={SITE} />; 48: <div dir=""rtl"" className=""min-h-screen bg-gradient-to-b from-teal-50 to-white"">; 52: <Link href=""/login"" className=""text-sm text-slate-500 hover:text-teal-700"">دخول المزودين والإدارة</Link>; 53: <a href=""#download"" className=""bg-teal-600 hover:bg-teal-700 text-white text-sm font-bold px-4 py-2 rounded-lg transition-colors"">حمّل التطبيق</a>; 70: <Link key={s.href} href={s.href} className=""bg-white rounded-2xl border border-slate-200 p-6 hover:border-teal-400 hover:shadow-md transition-all group"">; 76: <div id=""download"" className=""bg-teal-700 rounded-2xl p-6 text-white flex flex-col justify-between"">"	19: { href: '/home-care-services', icon: '', title: 'الرعاية المنزلية', desc: 'تمريض وعلاج طبيعي ورعاية منزلية حتى باب منزلك' },	"7: * M6-SEO1 / ER-2: public landing page — was an admin-only redirect (M0).; 52: <Link href=""/login"" className=""text-sm text-slate-500 hover:text-teal-700"">دخول المزودين والإدارة</Link>"	"4: import EmptyIcon from '../components/EmptyIcon';; 78: <EmptyIcon name=""phone"" size={36} color=""#FFFFFF"" className=""mb-3"" />"	"44: <meta name=""twitter:card"" content=""summary_large_image"" />"	"4: import EmptyIcon from '../components/EmptyIcon';; 78: <EmptyIcon name=""phone"" size={36} color=""#FFFFFF"" className=""mb-3"" />"	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
web_admin_dashboard.zip	src/pages/s/[type]/[slug].tsx	3fedad17614dff0007a5d63f21dcd29332e84c4b8d090f9f31e5a30a0772c698	256	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-admin/evidence/src_pages_s_type_slug_.tsx.md	Complete decoded member bytes; static semantic signals	1-256	"8: * M6-SEO1 / ER-2+ER-3: public entity page — /s/:type/:slug; 10: * entity added to the database automatically gets an indexable page with; 43: export default function EntityPage({ meta, type }: Props) {; 48: <div dir=""rtl"" className=""min-h-screen flex flex-col items-center justify-center bg-slate-50 gap-4"">; 51: <Link href=""/"" className=""text-teal-700 font-bold"">العودة للرئيسية</Link>; 66: <link rel=""canonical"" href={`${SITE}/s/${type}/${meta.slug}`} />; 83: <div dir=""rtl"" className=""min-h-screen bg-slate-50"">; 87: <Link href=""/"" className=""text-xl font-black text-teal-700"">نبض</Link>"	22: 'home-care-service': { dir: '/home-care-services', label: 'الرعاية المنزلية' },; 246: const r = await fetch(`${API_BASE}/api/v1/seo/meta/${type}/${encodeURIComponent(slug)}`, {		"5: import EmptyIcon from '../../../components/EmptyIcon';; 49: <EmptyIcon name=""search"" size={44} color=""#94A3B8"" />; 163: <img key={i} src={src} alt={`${name} ${i + 1}`} className=""w-40 h-40 rounded-xl object-cover border border-slate-100"" loading=""lazy"" />; 249: if (!r.ok) throw new Error(`HTTP ${r.status}`);"	"11: * metadata, JSON-LD, OG/Twitter cards, canonical URL, and an app deep link.; 74: <meta name=""twitter:card"" content={meta.twitter?.card || 'summary'} />; 102: {/* Hero card */}; 112: {typeof e.price === 'number' && e.price > 0 && (; 113: <span className=""bg-emerald-50 text-emerald-700 text-xs font-bold px-3 py-1.5 rounded-full"">{e.price} ر.س</span>"	"5: import EmptyIcon from '../../../components/EmptyIcon';; 49: <EmptyIcon name=""search"" size={44} color=""#94A3B8"" />; 163: <img key={i} src={src} alt={`${name} ${i + 1}`} className=""w-40 h-40 rounded-xl object-cover border border-slate-100"" loading=""lazy"" />; 249: if (!r.ok) throw new Error(`HTTP ${r.status}`);; 253: } catch {"	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
web_admin_dashboard.zip	src/pages/home-care-services/index.tsx	865dc45188dc5f37c37f87f11ec74e0250f3904b0e56c1a4834dfb90e25bd2b8	23	OWNED_SOURCE_OR_CONFIG	ui/screen	diagnostics/homecare	YES	audit-artifacts/phase0d/phase0d-admin/evidence/src_pages_home-care-services_index.tsx.md	Complete decoded member bytes; static semantic signals	1-23	4: export default function HomeCareServicesPage({ items }: { items: any[] }) {	20: const items = await fetchDirectory('/home-care/services');			12: itemBadge: (e) => (e.price ? `${e.price} ر.س` : null),		Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
web_admin_dashboard.zip	src/pages/api/hello.ts	546a4296c534a6f7a6f63ee24ad8216f39a7344d7b6e5fc39a23110dc7be4351	13	OWNED_SOURCE_OR_CONFIG	ui/screen	chat/support	YES	audit-artifacts/phase0d/phase0d-admin/evidence/src_pages_api_hello.ts.md	Complete decoded member bytes; static semantic signals	1-13	1: // Next.js API route support: https://nextjs.org/docs/api-routes/introduction			"12: res.status(200).json({ name: ""John Doe"" });"			Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
web_admin_dashboard.zip	src/pages/doctors/index.tsx	352cfe73536b7bb23b6f9865492db5a5cb453eb0196fac89af1f9f9badc3f17c	23	OWNED_SOURCE_OR_CONFIG	ui/screen	consultation/booking	YES	audit-artifacts/phase0d/phase0d-admin/evidence/src_pages_doctors_index.tsx.md	Complete decoded member bytes; static semantic signals	1-23	4: export default function DoctorsPage({ items }: { items: any[] }) {						Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
web_admin_dashboard.zip	src/pages/lab-services/index.tsx	02cf719a0fcabdd74d814dad7a1c389e7139552f00644af2b2449b147be87d8c	23	OWNED_SOURCE_OR_CONFIG	ui/screen	diagnostics/homecare	YES	audit-artifacts/phase0d/phase0d-admin/evidence/src_pages_lab-services_index.tsx.md	Complete decoded member bytes; static semantic signals	1-23	4: export default function LabServicesPage({ items }: { items: any[] }) {	20: const items = await fetchDirectory('/labs/services');			12: itemBadge: (e) => (e.price ? `${e.price} ر.س` : null),		Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
web_admin_dashboard.zip	src/pages/articles/index.tsx	8084a7f592a661b43e01848bbd48dc52b33c7345dab6933071e30df3f3fb5de8	23	OWNED_SOURCE_OR_CONFIG	ui/screen	catalog/discovery	YES	audit-artifacts/phase0d/phase0d-admin/evidence/src_pages_articles_index.tsx.md	Complete decoded member bytes; static semantic signals	1-23	4: export default function ArticlesPage({ items }: { items: any[] }) {						Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
web_admin_dashboard.zip	src/pages/admin/fraud-monitoring.tsx	dd893f8f910cae17f8f9e877e4b4f8057675d8fbfd03ce152a5a88ebeccf1c70	144	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-admin/evidence/src_pages_admin_fraud-monitoring.tsx.md	Complete decoded member bytes; static semantic signals	1-144	69: IMMUTABLE: No Write Routes	35: const alertsRes = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/governance/fraud-alerts`);; 42: const logsRes = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/governance/audit-logs`);	"2: import { fetchWithAdminGuard } from '@/utils/api';; 17: actorRole: string;; 35: const alertsRes = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/governance/fraud-alerts`);; 42: const logsRes = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/governance/audit-logs`);; 112: <th className=""px-6 py-3 font-medium"">Role</th>; 123: <span className={`px-2 py-1 rounded text-xs font-bold tracking-wider ${log.actorRole === 'SUPER_ADMIN' ? 'bg-purple-100 text-purple-700' : 'bg-slate-200 text-slate-700'}`}>; 124: {log.actorRole}"	1: import React, { useEffect, useState } from 'react';; 25: const [alerts, setAlerts] = useState<FraudAlert[]>([]);; 26: const [logs, setLogs] = useState<AuditLog[]>([]);; 27: const [isLoading, setIsLoading] = useState(true);; 32: setIsLoading(true);; 47: } catch (error) {; 48: console.error('Governance fetch error:', error);; 50: setIsLoading(false);	"20: payloadHash: string;; 114: <th className=""px-6 py-3 font-medium"">Payload Hash</th>; 132: {log.payloadHash}"	27: const [isLoading, setIsLoading] = useState(true);; 32: setIsLoading(true);; 47: } catch (error) {; 48: console.error('Governance fetch error:', error);; 50: setIsLoading(false);	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
web_admin_dashboard.zip	src/pages/admin/users-management.tsx	aaf12290cc7a8235122f50853963ea2c17908ef73c4eee3e2986cb4427b7d89c	474	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-admin/evidence/src_pages_admin_users-management.tsx.md	Complete decoded member bytes; static semantic signals	1-474	"33: export default function UsersManagementPage() {; 63: // the moderation screen reviews: every entered field + contract).; 275: onClick={() => openUserFile(u)}; 282: onClick={() => handleReactivate(u)}; 290: onClick={() => handleSuspend(u)}; 298: onClick={() => handleDelete(u)}; 323: <div className=""min-h-screen w-full"">; 330: <button onClick={() => setViewUser(null)} className=""bg-slate-700 hover:bg-slate-600 text-white text-sm font-bold px-4 py-2 rounded-lg"">← عودة لإدارة المستخدمين</button>"	58: const ov = await apiFetch(`/admin/users/${id}/overview?days=${days}`).catch(() => null);; 64: const pf = await apiFetch(`/admin/providers/by-user/${id}`).catch(() => null);; 75: const ov = await apiFetch(`/admin/users/${viewUser.id || viewUser._id}/overview?days=${days}`).catch(() => null);; 86: const res = await apiFetch(`/admin/users?${params.toString()}`);; 109: await apiFetch(`/admin/users/${id}/ban`, { method: 'POST' });; 123: await apiFetch(`/admin/users/${id}/unban`, { method: 'POST' });; 148: await apiFetch(`/admin/providers/${accountId}/${action}`, { method: 'POST', body: JSON.stringify(body) });; 166: await apiFetch(`/admin/users/${id}`, { method: 'DELETE' });	5: const ROLE_LABELS: Record<string, string> = {; 17: admin: 'أدمن',; 18: super_admin: 'أدمن رئيسي',; 21: const ROLE_FILTERS = [; 38: const [roleFilter, setRoleFilter] = useState('');; 58: const ov = await apiFetch(`/admin/users/${id}/overview?days=${days}`).catch(() => null);; 60: const role = String(u.role || '').toLowerCase();; 61: if (role && role !== 'patient' && role !== 'guest' && role !== 'admin' && role !== 'super_admin') {	1: import { useState, useEffect, useMemo } from 'react';; 34: const [users, setUsers] = useState<any[]>([]);; 35: const [total, setTotal] = useState(0);; 36: const [loading, setLoading] = useState(true);; 37: const [searchTerm, setSearchTerm] = useState('');; 38: const [roleFilter, setRoleFilter] = useState('');; 39: const [statusFilter, setStatusFilter] = useState('');; 40: const [actionBusy, setActionBusy] = useState<string | null>(null);	"35: const [total, setTotal] = useState(0);; 88: setTotal(res?.total ?? (Array.isArray(res) ? res.length : res?.data?.length ?? 0));; 199: <h1 className=""text-2xl font-bold"">إدارة المستخدمين ({total})</h1>; 367: <p className=""text-2xl font-black text-slate-800"">{userOverview.activity?.appointments_total ?? 0}</p>; 371: <p className=""text-2xl font-black text-slate-800"">{userOverview.activity?.sos_total ?? 0}</p>; 376: <p className=""text-2xl font-black text-slate-800"">{userOverview.activity?.provider_requests_total ?? 0}</p>; 410: <td className=""px-2 py-1.5"" dir=""ltr"">{a.price ?? a.fee ?? '—'}</td>; 427: <span className=""font-mono"" dir=""ltr"">{r.amount_total ? `${r.amount_total} ${r.currency || 'SAR'}` : ''} {String(r.createdAt || '').slice(0, 10)}</span>"	36: const [loading, setLoading] = useState(true);; 41: const [errorMsg, setErrorMsg] = useState('');; 45: const [viewLoading, setViewLoading] = useState(false);; 54: setViewLoading(true);; 58: const ov = await apiFetch(`/admin/users/${id}/overview?days=${days}`).catch(() => null);; 64: const pf = await apiFetch(`/admin/providers/by-user/${id}`).catch(() => null);; 68: setViewLoading(false);; 75: const ov = await apiFetch(`/admin/users/${viewUser.id || viewUser._id}/overview?days=${days}`).catch(() => null);	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
web_admin_dashboard.zip	src/pages/admin/medicines-catalog.tsx	442e55a22862bbf77777874d2ddd1c8fc7040502d15ad3be25f8f17b5a80e7ad	512	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-admin/evidence/src_pages_admin_medicines-catalog.tsx.md	Complete decoded member bytes; static semantic signals	1-512	36: /** Upload a medicine image to Cloudflare R2 (default storage target) and return its public URL. */; 37: async function uploadMedicineImage(file: File): Promise<string> {; 44: const up = await apiFetch('/storage/upload', {; 55: export default function MedicinesCatalogPage() {; 61: const [page, setPage] = useState(1);; 90: const params = new URLSearchParams({ page: String(page), limit: '25' });; 102: }, [page, q, category, includeDeleted]);; 107: const res = await apiFetch(`/medicines/admin/change-requests?status=${reqStatus}&page=1&limit=50`);	44: const up = await apiFetch('/storage/upload', {; 48: const signed = await apiFetch(`/storage/${up.id}/signed-url`);; 94: const res = await apiFetch(`/medicines/admin/catalog?${params.toString()}`);; 107: const res = await apiFetch(`/medicines/admin/change-requests?status=${reqStatus}&page=1&limit=50`);; 114: try { setReports(await apiFetch('/medicines/admin/reports')); }; 152: await apiFetch('/medicines/admin/catalog', { method: 'POST', body: JSON.stringify(payload) });; 154: await apiFetch(`/medicines/admin/catalog/${editId}`, { method: 'PATCH', body: JSON.stringify(payload) });; 167: await apiFetch(`/medicines/admin/catalog/${m.id}/delete`, { method: 'POST', body: JSON.stringify({ restore }) });	15: * Backend: /medicines/admin/catalog[...], /medicines/admin/change-requests[...],; 16: *          /medicines/admin/reports; 79: // Partial approval: per-request field selection + admin value overrides; 94: const res = await apiFetch(`/medicines/admin/catalog?${params.toString()}`);; 107: const res = await apiFetch(`/medicines/admin/change-requests?status=${reqStatus}&page=1&limit=50`);; 114: try { setReports(await apiFetch('/medicines/admin/reports')); }; 152: await apiFetch('/medicines/admin/catalog', { method: 'POST', body: JSON.stringify(payload) });; 154: await apiFetch(`/medicines/admin/catalog/${editId}`, { method: 'PATCH', body: JSON.stringify(payload) });	1: import React, { useEffect, useState, useCallback } from 'react';; 19: const EMPTY_FORM: any = {; 41: r.onerror = reject;; 56: const [tab, setTab] = useState<'catalog' | 'requests' | 'reports'>('catalog');; 58: // catalog state; 59: const [items, setItems] = useState<any[]>([]);; 60: const [total, setTotal] = useState(0);; 61: const [page, setPage] = useState(1);	9: *    side effects, price, category/sub-category) / soft-delete / restore; 12: *    approve → applied to DB, reject → discarded; 23: price: '', requires_prescription: false,; 60: const [total, setTotal] = useState(0);; 96: setTotal(res?.total || 0);; 134: price: m.price ?? '',; 142: const payload: any = { ...form };; 144: payload[f] = toArr(form[f]);	19: const EMPTY_FORM: any = {; 41: r.onerror = reject;; 65: const [loading, setLoading] = useState(true);; 66: const [error, setError] = useState('');; 71: const [form, setForm] = useState<any>(EMPTY_FORM);; 78: const [reqStatus, setReqStatus] = useState('pending');; 87: setLoading(true);; 88: setError('');	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
