component	file	line	endpoints	classification	marker
patient	patient-app/app/pharmacy/order-tracking.tsx	231		UI_ACTION_REVIEW	<TouchableOpacity onPress={retry} style={{ backgroundColor: '#23B5CE', paddingHorizontal: 20, paddingVertical: 10, borderRadius: 12 }}>
patient	patient-app/app/pharmacy/payment.tsx	26		UI_ACTION_REVIEW	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/pharmacy/payment.tsx	48	/payments/paymob/methods	WIRED_CANDIDATE	apiFetch('/payments/paymob/methods'),
patient	patient-app/app/pharmacy/payment.tsx	49		STALE_OR_ENV_REVIEW	apiFetch(`/patient/pharmacy/orders/${encodeURIComponent(orderId)}`),
patient	patient-app/app/pharmacy/payment.tsx	71	/payments/paymob/initiate	WIRED_CANDIDATE	const res = await apiFetch('/payments/paymob/initiate', {
patient	patient-app/app/pharmacy/payment.tsx	93		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()} style={[styles.iconBtn, { backgroundColor: colors.s } ]}>
patient	patient-app/app/pharmacy/payment.tsx	128		UI_ACTION_REVIEW	onPress={() => setSelectedMethod(method.id)}
patient	patient-app/app/pharmacy/payment.tsx	159		UI_ACTION_REVIEW	onPress={handlePay}
patient	patient-app/app/pharmacy/pharmacist-chat.tsx	18		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/services/api"";"
patient	patient-app/app/pharmacy/pharmacist-chat.tsx	39	/pharmacy/chat/threads	WIRED_CANDIDATE	const threadsRes = await apiFetch<any[]>('/pharmacy/chat/threads');
patient	patient-app/app/pharmacy/pharmacist-chat.tsx	43		UI_ACTION_REVIEW	const msgsRes = await apiFetch<any>(`/pharmacy/chat/threads/${threadId}/messages`);
patient	patient-app/app/pharmacy/pharmacist-chat.tsx	119	/pharmacy/cart	WIRED_CANDIDATE	"onPress={() => router.replace(""/pharmacy/cart"")}"
patient	patient-app/app/pharmacy/pharmacist-chat.tsx	237	/pharmacy/payment	WIRED_CANDIDATE	"onPress={() => router.push(""/pharmacy/payment"")}"
patient	patient-app/app/pharmacy/pharmacist-chat.tsx	353		UI_ACTION_REVIEW	onPress={send}
patient	patient-app/app/pharmacy/product-detail.tsx	21		UI_ACTION_REVIEW	import { apiFetch, R2_PUBLIC_URL, BASE_URL } from '../../src/utils/api';
patient	patient-app/app/pharmacy/product-detail.tsx	23		UI_ACTION_REVIEW	const { width } = Dimensions.get('window');
patient	patient-app/app/pharmacy/product-detail.tsx	36		UI_ACTION_REVIEW	<TouchableOpacity style={[styles.accHeader, { flexDirection: isRTL ? 'row-reverse' : 'row' }]} onPress={() => setOpen(!open)} activeOpacity={0.7}>
patient	patient-app/app/pharmacy/product-detail.tsx	79		UI_ACTION_REVIEW	const data = await apiFetch(`/medicines/${id}`);
patient	patient-app/app/pharmacy/product-detail.tsx	101		UI_ACTION_REVIEW	const res = await fetch(url, { method: 'HEAD' });
patient	patient-app/app/pharmacy/product-detail.tsx	111		UI_ACTION_REVIEW	const altData = await apiFetch(`/medicines/${id}/alternatives`);
patient	patient-app/app/pharmacy/product-detail.tsx	183		UI_ACTION_REVIEW	<TouchableOpacity style={styles.iconBtn} onPress={() => router.back()}>
patient	patient-app/app/pharmacy/product-detail.tsx	188	/pharmacy/cart	WIRED_CANDIDATE	<TouchableOpacity style={styles.iconBtn} onPress={() => router.push('/pharmacy/cart')}>
patient	patient-app/app/pharmacy/product-detail.tsx	211		UI_ACTION_REVIEW	<TouchableOpacity key={i} activeOpacity={0.9} onPress={() => setIsZoomVisible(true)}>
patient	patient-app/app/pharmacy/product-detail.tsx	275	/pharmacy/product-detail	WIRED_CANDIDATE	<TouchableOpacity key={alt.id} style={[styles.altCard, { backgroundColor: colors.s, borderColor: colors.bd }]} onPress={() => router.push({ pathname: '/pharmacy/product-detail', p
patient	patient-app/app/pharmacy/product-detail.tsx	304		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => updateQty(med.id, 1)} style={[styles.qtyBtnFull, { backgroundColor: colors.s } ]}>
patient	patient-app/app/pharmacy/product-detail.tsx	308		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => updateQty(med.id, -1)} style={[styles.qtyBtnFull, { backgroundColor: colors.s } ]}>
patient	patient-app/app/pharmacy/product-detail.tsx	316		UI_ACTION_REVIEW	onPress={handleAdd}
patient	patient-app/app/pharmacy/product-detail.tsx	329		UI_ACTION_REVIEW	<TouchableOpacity style={{ position: 'absolute', top: Math.max(insets.top, 20), right: 20, zIndex: 10, padding: 8, backgroundColor: 'rgba(255,255,255,0.2)', borderRadius: 20 }} on
patient	patient-app/app/pharmacy/reorder.tsx	12		UI_ACTION_REVIEW	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/pharmacy/reorder.tsx	27		UI_ACTION_REVIEW	const order = await apiFetch(`/orders/${orderId}`);
patient	patient-app/app/pharmacy/reorder.tsx	57		UI_ACTION_REVIEW	await apiFetch(`/orders/${orderId}/reorder`, 'POST');
patient	patient-app/app/pharmacy/reorder.tsx	59		UI_ACTION_REVIEW	await apiFetch(`/orders/${orderId}/reorder-partial`, 'POST', {
patient	patient-app/app/pharmacy/reorder.tsx	63	/payments/processing	WIRED_CANDIDATE	router.push('/payments/processing');
patient	patient-app/app/pharmacy/reorder.tsx	77		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/app/pharmacy/reorder.tsx	84		UI_ACTION_REVIEW	<TouchableOpacity onPress={allSelected ? deselectAll : selectAll}>
patient	patient-app/app/pharmacy/reorder.tsx	93		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => toggle(item.id)} style={[st.checkbox, { borderColor: item.selected ? colors.primary : colors.border, backgroundColor: item.selected ? colors.prima
patient	patient-app/app/pharmacy/reorder.tsx	109		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => setQty(item.id, item.qty + 1)} style={[st.qtyBtn, { backgroundColor: colors.primary } ]}>
patient	patient-app/app/pharmacy/reorder.tsx	113		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => setQty(item.id, item.qty - 1)} style={[st.qtyBtn, { backgroundColor: colors.surfaceSecondary } ]}>
patient	patient-app/app/pharmacy/reorder.tsx	123	/(tabs	WIRED_CANDIDATE	"<Button label=""إضافة أصناف جديدة"" variant=""outline"" icon=""add"" onPress={() => router.push('/(tabs)/pharmacy')} />"
patient	patient-app/app/pharmacy/reorder.tsx	158		UI_ACTION_REVIEW	"<Button label=""تأكيد إعادة الطلب"" variant=""gradient"" size=""lg"" icon=""shopping_cart"" loading={loading} onPress={handleOrder} />"
patient	patient-app/app/pharmacy/rx-order.tsx	11		UI_ACTION_REVIEW	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/pharmacy/rx-order.tsx	30	/cart/prescription	WIRED_CANDIDATE	const data = await apiFetch('/cart/prescription');
patient	patient-app/app/pharmacy/rx-order.tsx	50	/insurance/approval-pending	WIRED_CANDIDATE	router.push({ pathname: '/insurance/approval-pending', params: { amount: String(total) } });
patient	patient-app/app/pharmacy/rx-order.tsx	55	/pharmacy/order-tracking	WIRED_CANDIDATE	router.replace({ pathname: '/pharmacy/order-tracking', params: { orderId: 'RX001' } });
patient	patient-app/app/pharmacy/rx-order.tsx	69		UI_ACTION_REVIEW	"<IconButton icon=""back"" bg=""rgba(255,255,255,0.18)"" color=""#fff"" onPress={() => router.back()} />"
patient	patient-app/app/pharmacy/rx-order.tsx	118		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => setPrescriptionUploaded(true)} style={[st.uploadBtn, { borderColor: prescriptionUploaded ? colors.success : colors.primary, backgroundColor: presc
patient	patient-app/app/pharmacy/rx-order.tsx	127		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => setApprovalUploaded(true)} style={[st.uploadBtn, { borderColor: approvalUploaded ? colors.success : colors.border, backgroundColor: approvalUpload
patient	patient-app/app/pharmacy/rx-order.tsx	141	/(tabs	WIRED_CANDIDATE	"<Button label=""ليس لديك وصفة؟ استشر طبيب"" variant=""ghost"" icon=""doctor"" onPress={() => router.push('/(tabs)/consultations')} style={{ marginTop: 6 }} />"
patient	patient-app/app/pharmacy/rx-order.tsx	159	/delivery/address-select	WIRED_CANDIDATE	<Card onPress={() => router.push('/delivery/address-select')}>
patient	patient-app/app/pharmacy/rx-order.tsx	188		UI_ACTION_REVIEW	<TouchableOpacity key={c.id} onPress={() => setInsCompany(c.id)} style={[st.chip, { borderColor: insCompany === c.id ? colors.primary : colors.border, backgroundColor: insCompany
patient	patient-app/app/pharmacy/rx-order.tsx	196		UI_ACTION_REVIEW	<TouchableOpacity key={cat.key} onPress={() => setInsCategory(cat.key)} style={[st.catChip, { borderColor: insCategory === cat.key ? colors.primary : colors.border, backgroundColo
patient	patient-app/app/pharmacy/rx-order.tsx	220		UI_ACTION_REVIEW	<Button
patient	patient-app/app/pharmacy/rx-order.tsx	226		UI_ACTION_REVIEW	onPress={handleConfirm}
patient	patient-app/app/pharmacy/scan-prescription.tsx	76		UI_ACTION_REVIEW	"const { apiFetch } = require(""../../src/utils/api"");"
patient	patient-app/app/pharmacy/scan-prescription.tsx	77	/ai/prescription-ocr	WIRED_CANDIDATE	"const response = await apiFetch(""/ai/prescription-ocr"", {"
patient	patient-app/app/pharmacy/scan-prescription.tsx	106	/pharmacy/cart	WIRED_CANDIDATE	"router.push(""/pharmacy/cart"");"
patient	patient-app/app/pharmacy/scan-prescription.tsx	132		UI_ACTION_REVIEW	onPress={() => router.back()}
patient	patient-app/app/pharmacy/scan-prescription.tsx	197		UI_ACTION_REVIEW	onPress={() => pickImage(true)}
patient	patient-app/app/pharmacy/scan-prescription.tsx	236		UI_ACTION_REVIEW	onPress={() => pickImage(false)}
patient	patient-app/app/pharmacy/waiting-for-pharmacy.tsx	24		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/pharmacy/waiting-for-pharmacy.tsx	94		UI_ACTION_REVIEW	const order = await apiFetch(`/orders/${orderId}`);
patient	patient-app/app/pharmacy/waiting-for-pharmacy.tsx	101		UI_ACTION_REVIEW	router.replace({
patient	patient-app/app/pharmacy/waiting-for-pharmacy.tsx	130		UI_ACTION_REVIEW	"await apiFetch(`/orders/${orderId}/cancel`, { method: ""POST"" });"
patient	patient-app/app/pharmacy/waiting-for-pharmacy.tsx	133	/(tabs	WIRED_CANDIDATE	"router.replace(""/(tabs)/pharmacy"");"
patient	patient-app/app/pharmacy/waiting-for-pharmacy.tsx	254		UI_ACTION_REVIEW	onPress={handleCancel}
patient	patient-app/app/pharmacy/wishlist.tsx	22		UI_ACTION_REVIEW	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/pharmacy/wishlist.tsx	33	/users/me/wishlist	WIRED_CANDIDATE	const data = await apiFetch('/users/me/wishlist');
patient	patient-app/app/pharmacy/wishlist.tsx	42		UI_ACTION_REVIEW	await apiFetch(`/users/me/wishlist/${id}`, 'POST');
patient	patient-app/app/pharmacy/wishlist.tsx	59		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()}>
patient	patient-app/app/pharmacy/wishlist.tsx	74		UI_ACTION_REVIEW	onPress={() => router.back()}
patient	patient-app/app/pharmacy/wishlist.tsx	90		UI_ACTION_REVIEW	onPress={() => removeFromWishlist(item.id)}
patient	patient-app/app/pharmacy/wishlist.tsx	137		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/app/pharmacy/wishlist.tsx	138		UI_ACTION_REVIEW	router.push({
patient	patient-app/app/profile/addresses.tsx	14		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/profile/addresses.tsx	27	/users/me/addresses	WIRED_CANDIDATE	"const data = await apiFetch(""/users/me/addresses"");"
patient	patient-app/app/profile/addresses.tsx	42		UI_ACTION_REVIEW	await apiFetch(`/users/me/addresses/${id}`, {
patient	patient-app/app/profile/addresses.tsx	78		UI_ACTION_REVIEW	onPress={() => router.back()}
patient	patient-app/app/profile/addresses.tsx	101		UI_ACTION_REVIEW	onPress={() => handleSetDefault(addr.id)}
patient	patient-app/app/profile/addresses.tsx	144		UI_ACTION_REVIEW	<Button
patient	patient-app/app/profile/index.tsx	34	/(auth	WIRED_CANDIDATE	router.replace('/(auth)/welcome');
patient	patient-app/app/profile/index.tsx	47	/health/edit-profile	WIRED_CANDIDATE	"{!isGuest && <IconButton icon=""edit"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.push('/health/edit-profile')} />}"
patient	patient-app/app/profile/index.tsx	54		UI_ACTION_REVIEW	"<IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} />"
patient	patient-app/app/profile/index.tsx	65		UI_ACTION_REVIEW	"<Button label=""تسجيل الدخول / إنشاء حساب"" variant=""primary"" onPress={handleLogout} style={{ width: '100%', marginTop: 8 }}/>"
patient	patient-app/app/profile/index.tsx	74		UI_ACTION_REVIEW	onPress={() => {
patient	patient-app/app/profile/index.tsx	76	/(auth	WIRED_CANDIDATE	router.push('/(auth)/welcome');
patient	patient-app/app/profile/index.tsx	78		UI_ACTION_REVIEW	router.push(item.route as any);
patient	patient-app/app/profile/index.tsx	93		UI_ACTION_REVIEW	"{!isGuest && <Button label=""تسجيل الخروج"" variant=""outline"" icon=""logout"" onPress={handleLogout} style={{ borderColor: colors.error }}/>}"
patient	patient-app/app/profile/insurance.tsx	14		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/profile/insurance.tsx	26	/users/me/insurance	WIRED_CANDIDATE	"const data = await apiFetch(""/users/me/insurance"");"
patient	patient-app/app/profile/insurance.tsx	65		UI_ACTION_REVIEW	onPress={() => router.back()}
patient	patient-app/app/profile/insurance.tsx	132		UI_ACTION_REVIEW	<Button
patient	patient-app/app/profile/insurance.tsx	153		UI_ACTION_REVIEW	<Button
patient	patient-app/app/profile/insurance.tsx	157		UI_ACTION_REVIEW	onPress={async () => {
patient	patient-app/app/profile/insurance.tsx	165	/users/me/insurance	WIRED_CANDIDATE	"await apiFetch(""/users/me/insurance"", { method: 'POST', body: JSON.stringify(newIns) });"
patient	patient-app/app/programs/active.tsx	17		UI_ACTION_REVIEW	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/programs/active.tsx	34	/medical/programs/active	WIRED_CANDIDATE	const res = await apiFetch('/medical/programs/active');
patient	patient-app/app/programs/active.tsx	60	/medical/programs/complete-session	WIRED_CANDIDATE	const res = await apiFetch('/medical/programs/complete-session', {
patient	patient-app/app/programs/active.tsx	84		UI_ACTION_REVIEW	"<Button label=""العودة"" variant=""outline"" onPress={() => router.back()} />"
patient	patient-app/app/programs/active.tsx	95		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/app/programs/active.tsx	100	/loyalty/hub	WIRED_CANDIDATE	"<IconButton icon=""sparkles"" onPress={() => router.push('/loyalty/hub' as any)} />"
patient	patient-app/app/programs/active.tsx	110		UI_ACTION_REVIEW	onPress={() => setActiveTab(p.id)}
patient	patient-app/app/programs/active.tsx	156		UI_ACTION_REVIEW	"<Button label=""تأكيد الحضور أو إعادة الجدولة"" variant=""outline"" size=""sm"" style={{ marginTop: 12 }} onPress={() => Alert.alert('التأكيد', 'تم ت�"
patient	patient-app/app/programs/active.tsx	180		UI_ACTION_REVIEW	onPress={() => !isCompleted && handleMarkCompleted(session.id)}
patient	patient-app/app/reports/ai-analysis.tsx	141		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/app/reports/ai-analysis.tsx	286		UI_ACTION_REVIEW	<Button
patient	patient-app/app/reports/ai-analysis.tsx	290	/(tabs	WIRED_CANDIDATE	"onPress={() => router.push(""/(tabs)/consultations"")}"
patient	patient-app/app/reports/ai-analysis.tsx	292		UI_ACTION_REVIEW	<Button
patient	patient-app/app/reports/ai-analysis.tsx	296	/(tabs	WIRED_CANDIDATE	"onPress={() => router.push(""/(tabs)/pharmacy"")}"
patient	patient-app/app/reports/hub.tsx	90		UI_ACTION_REVIEW	onPress={() => router.back()}
patient	patient-app/app/reports/hub.tsx	106		UI_ACTION_REVIEW	"onPress={() => setFilter(""all"")}"
patient	patient-app/app/reports/hub.tsx	112		UI_ACTION_REVIEW	"onPress={() => setFilter(""lab"")}"
patient	patient-app/app/reports/hub.tsx	118		UI_ACTION_REVIEW	"onPress={() => setFilter(""radiology"")}"
patient	patient-app/app/reports/hub.tsx	125		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/app/reports/hub.tsx	126		UI_ACTION_REVIEW	router.push({
patient	patient-app/app/reports/hub.tsx	182		UI_ACTION_REVIEW	<Button
patient	patient-app/app/reports/hub.tsx	187		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/app/reports/hub.tsx	188		UI_ACTION_REVIEW	router.push({
patient	patient-app/app/reports/hub.tsx	194		UI_ACTION_REVIEW	<Button
patient	patient-app/app/reports/hub.tsx	200		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/app/reports/hub.tsx	201		UI_ACTION_REVIEW	router.push({
patient	patient-app/app/reports/passport.tsx	25		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/reports/passport.tsx	37	/medical-profile	WIRED_CANDIDATE	apiFetch('/medical-profile').then(res => setProfile(res)).catch(() => {});
patient	patient-app/app/reports/passport.tsx	38	/patients/passport	WIRED_CANDIDATE	apiFetch('/patients/passport').then(res => setPassport(res)).catch(() => setPassport(null));
patient	patient-app/app/reports/passport.tsx	71		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/app/reports/passport.tsx	78		UI_ACTION_REVIEW	"<IconButton icon=""share"" onPress={handleSharePassport} />"
patient	patient-app/app/reports/passport.tsx	242		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/app/reports/timeline.tsx	23		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/reports/timeline.tsx	42	/reports/timeline	WIRED_CANDIDATE	const res = await apiFetch('/reports/timeline');
patient	patient-app/app/reports/timeline.tsx	79		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/app/reports/timeline.tsx	88	/reports/passport	WIRED_CANDIDATE	"onPress={() => router.push(""/reports/passport"" as any)}"
patient	patient-app/app/reports/timeline.tsx	116		UI_ACTION_REVIEW	onPress={() => setFilter(k)}
patient	patient-app/app/reports/timeline.tsx	206		UI_ACTION_REVIEW	onPress={() => handleDownload(item.title)}
patient	patient-app/app/reports/view-report.tsx	25		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/reports/view-report.tsx	40		UI_ACTION_REVIEW	const res = await apiFetch(`/reports/${params.id}`);
patient	patient-app/app/reports/view-report.tsx	103		UI_ACTION_REVIEW	onPress={handleShare}
patient	patient-app/app/reports/view-report.tsx	109		UI_ACTION_REVIEW	onPress={handleDownloadPDF}
patient	patient-app/app/reports/view-report.tsx	119		UI_ACTION_REVIEW	onPress={() => router.back()}
patient	patient-app/app/reports/view-report.tsx	202		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/app/reports/view-report.tsx	203		UI_ACTION_REVIEW	router.push({
patient	patient-app/app/reports/view-report.tsx	290		UI_ACTION_REVIEW	<Button
patient	patient-app/app/reports/view-report.tsx	295		UI_ACTION_REVIEW	onPress={handleDownloadPDF}
patient	patient-app/app/reports/view-report.tsx	299		UI_ACTION_REVIEW	<Button
patient	patient-app/app/reports/view-report.tsx	303		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/app/reports/view-report.tsx	304		UI_ACTION_REVIEW	router.push({
patient	patient-app/app/returns/detail.tsx	22		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/returns/detail.tsx	55		UI_ACTION_REVIEW	apiFetch<any>(`/pharmacy/returns/${returnId}`)
patient	patient-app/app/returns/detail.tsx	118		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/app/returns/hub.tsx	23		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/returns/hub.tsx	70	/pharmacy/returns	WIRED_CANDIDATE	"apiFetch<any[]>(""/pharmacy/returns"")"
patient	patient-app/app/returns/hub.tsx	124	/returns/new-request	WIRED_CANDIDATE	"onPress={() => router.push(""/returns/new-request"")}"
patient	patient-app/app/returns/hub.tsx	132		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/app/returns/hub.tsx	202		UI_ACTION_REVIEW	onPress={() => setFilter(key)}
patient	patient-app/app/returns/hub.tsx	244		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/app/returns/hub.tsx	245		UI_ACTION_REVIEW	router.push({
patient	patient-app/app/returns/hub.tsx	308	/returns/new-request	WIRED_CANDIDATE	"onPress={() => router.push(""/returns/new-request"")}"
patient	patient-app/app/returns/new-request.tsx	19		UI_ACTION_REVIEW	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/returns/new-request.tsx	68	/pharmacy/returns	WIRED_CANDIDATE	await apiFetch('/pharmacy/returns', {
patient	patient-app/app/returns/new-request.tsx	100	/returns/hub	WIRED_CANDIDATE	<TouchableOpacity onPress={() => router.replace('/returns/hub')} style={styles.doneBtn}>
patient	patient-app/app/returns/new-request.tsx	103	/(tabs	WIRED_CANDIDATE	"<TouchableOpacity onPress={() => router.replace('/(tabs)')}><AppText variant=""bodySM"">الرئيسية</AppText></TouchableOpacity>"
patient	patient-app/app/returns/new-request.tsx	114		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => step === 'type' ? router.back() : setStep(step === 'details' ? 'type' : 'details')}>
patient	patient-app/app/returns/new-request.tsx	142		UI_ACTION_REVIEW	<TouchableOpacity key={t.id} onPress={() => setServiceType(t.id)}
patient	patient-app/app/returns/new-request.tsx	165		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => setStep('details')} disabled={!serviceType}
patient	patient-app/app/returns/new-request.tsx	192		UI_ACTION_REVIEW	<TouchableOpacity key={r} onPress={() => setSelectedReason(r)}
patient	patient-app/app/returns/new-request.tsx	214		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => setAttachedDocs(p => [...p, `صورة ${p.length + 1}`])}
patient	patient-app/app/returns/new-request.tsx	229		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => setStep('confirm')} disabled={!selectedReason}
patient	patient-app/app/returns/new-request.tsx	262		UI_ACTION_REVIEW	<TouchableOpacity key={m.id} onPress={() => setRefundMethod(m.id)}
patient	patient-app/app/returns/new-request.tsx	284		UI_ACTION_REVIEW	<TouchableOpacity onPress={handleSubmit} disabled={isSubmitting} activeOpacity={0.85}>
patient	patient-app/app/reviews/index.tsx	67		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/app/reviews/index.tsx	94		UI_ACTION_REVIEW	onPress={() => setOverallRating(star)}
patient	patient-app/app/reviews/index.tsx	128		UI_ACTION_REVIEW	onPress={() => setAspect(aspect, s)}
patient	patient-app/app/reviews/index.tsx	168		UI_ACTION_REVIEW	onPress={() => setAnonymous(!anonymous)}
patient	patient-app/app/reviews/index.tsx	187		UI_ACTION_REVIEW	onPress={handleSubmit}
patient	patient-app/app/room/[id].tsx	87		UI_ACTION_REVIEW	onPress={toggleMic}
patient	patient-app/app/room/[id].tsx	98		UI_ACTION_REVIEW	onPress={onEndCall}
patient	patient-app/app/room/[id].tsx	105		UI_ACTION_REVIEW	onPress={toggleCamera}
patient	patient-app/app/room/[id].tsx	150		UI_ACTION_REVIEW	<TouchableOpacity style={styles.backButton} onPress={() => router.back()}>
patient	patient-app/app/search/index.tsx	14		UI_ACTION_REVIEW	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/search/index.tsx	38		UI_ACTION_REVIEW	apiFetch(`/home/search?q=${encodeURIComponent(query)}`)
patient	patient-app/app/search/index.tsx	66		UI_ACTION_REVIEW	router.push(`/consultations/doctor/${id}` as any);
patient	patient-app/app/search/index.tsx	68	/(tabs	WIRED_CANDIDATE	router.push('/(tabs)/health' as any);
patient	patient-app/app/search/index.tsx	70		UI_ACTION_REVIEW	router.push(`/pharmacy/product/${id}` as any);
patient	patient-app/app/search/index.tsx	72	/(tabs	WIRED_CANDIDATE	router.push('/(tabs)/diagnostics' as any);
patient	patient-app/app/search/index.tsx	98		UI_ACTION_REVIEW	onPress={() => setSearchCat(i)}
patient	patient-app/app/search/index.tsx	138		UI_ACTION_REVIEW	onPress={() => handleResultClick(r)}
patient	patient-app/app/settings/about.tsx	78		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/app/settings/about.tsx	136		UI_ACTION_REVIEW	onPress={() => handleOpenLink(link.url)}
patient	patient-app/app/settings/about.tsx	221	/settings/terms	WIRED_CANDIDATE	"onPress={() => router.push(""/settings/terms"")}"
patient	patient-app/app/settings/about.tsx	238	/settings/privacy	WIRED_CANDIDATE	"onPress={() => router.push(""/settings/privacy"")}"
patient	patient-app/app/settings/data.tsx	16		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/settings/data.tsx	25	/users/me/storage	WIRED_CANDIDATE	apiFetch<any>('/users/me/storage')
patient	patient-app/app/settings/data.tsx	54	/settings/privacy	WIRED_CANDIDATE	"action: () => router.push(""/settings/privacy""),"
patient	patient-app/app/settings/data.tsx	77		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()}>
patient	patient-app/app/settings/data.tsx	134		UI_ACTION_REVIEW	onPress={action.action}
patient	patient-app/app/settings/feedback.tsx	22		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/settings/feedback.tsx	38	/support/feedback	WIRED_CANDIDATE	await apiFetch('/support/feedback', {
patient	patient-app/app/settings/feedback.tsx	67		UI_ACTION_REVIEW	onPress={() => router.back()}
patient	patient-app/app/settings/feedback.tsx	93		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()}>
patient	patient-app/app/settings/feedback.tsx	108		UI_ACTION_REVIEW	<TouchableOpacity key={s} onPress={() => setRating(s)}>
patient	patient-app/app/settings/feedback.tsx	126		UI_ACTION_REVIEW	onPress={() => setType(t)}
patient	patient-app/app/settings/feedback.tsx	167		UI_ACTION_REVIEW	onPress={handleSend}
patient	patient-app/app/settings/help.tsx	27		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/settings/help.tsx	38	/support/faqs	WIRED_CANDIDATE	apiFetch<any[]>('/support/faqs')
patient	patient-app/app/settings/help.tsx	48		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/app/settings/help.tsx	85		UI_ACTION_REVIEW	onPress={() => (opt.route ? router.push(opt.route as any) : null)}
patient	patient-app/app/settings/help.tsx	127		UI_ACTION_REVIEW	onPress={() => setExpandedFaq(expandedFaq === i ? null : i)}
patient	patient-app/app/settings/help.tsx	146	/settings/support-chat	WIRED_CANDIDATE	"onPress={() => router.push(""/settings/support-chat"")}"
patient	patient-app/app/settings/index.tsx	55	/(onboarding	WIRED_CANDIDATE	"router.push(""/(onboarding)/language"");"
patient	patient-app/app/settings/index.tsx	59	/(auth	WIRED_CANDIDATE	"router.replace(""/(auth)/welcome"");"
patient	patient-app/app/settings/index.tsx	62		UI_ACTION_REVIEW	if (item.route) router.push(item.route as any);
patient	patient-app/app/settings/index.tsx	79		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
