archive_path	member_path	sha256	line_count	kind	role	domain	fully_read	evidence_file	evidence_section	line_ranges_read	routes_screens_actions	backend_consumers_or_contracts	auth_ownership	state_transitions	payment_insurance_relevance	error_empty_loading_retry_cancel	existing_tests	notes
nabd_plus_patient_app.zip	.detoxrc.js	687b40c4f96a44201234aca92562c96ea13e4ab264bd81111d2a2b7c1c29f2a4	83	OWNED_SOURCE_OR_CONFIG	source/config	cross-surface	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/.detoxrc.js.md	Complete decoded member bytes; static semantic signals	1-83						9: setupTimeout: 120000	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	package.json	e52b8f6bcce400bee37ef689a664a0a8b956c4bd2a414054dc2e151661ec2d4d	142	OWNED_SOURCE_OR_CONFIG	source/config	consultation/booking	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/package.json.md	Complete decoded member bytes; static semantic signals	1-142	"4: ""main"": ""expo-router/entry"",; 56: ""expo-router"": ""~57.0.14"",; 59: ""expo-splash-screen"": ""~57.0.7"",; 86: ""react-native-screens"": ""~4.26.0"","	"29: ""axios"": ""^1.7.9"",; 94: ""socket.io-client"": ""^4.8.3"","	"37: ""expo-auth-session"": ""~57.0.7"",; 127: ""tough-cookie"": ""^4.1.3"",; 139: ""tough-cookie"": ""^4.1.3"","	"61: ""expo-status-bar"": ""~57.0.1"","			Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	GoogleService-Info.plist	dd595a5532125d6d5125190c764a9282b2dbea0fb7fe6f21f5a8bd216dabecc0	30	OWNED_SOURCE_OR_CONFIG	client/state/service	catalog/discovery	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/GoogleService-Info.plist.md	Complete decoded member bytes; static semantic signals	1-30							Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	.gitignore	a55174d1a34c3a3b44e9194a4827f486510a5e207fbc486d19288b81661a2e9e		EXCLUSION_OTHER	source/config	binary/generated	N/A		Explicit binary/generated/other exclusion	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Traceability required; no execution performed	Explicit exclusion: EXCLUSION_OTHER; not a semantic source member
nabd_plus_patient_app.zip	package-lock.json	b09fa6041a478d2f37f13b89a20ac71eedc89604b3bdb4d8dbb9dd1947d5911c	19946	OWNED_SOURCE_OR_CONFIG	source/config	consultation/booking	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/package-lock.json.md	Complete decoded member bytes; static semantic signals	1-19946	"48: ""expo-router"": ""~57.0.14"",; 51: ""expo-splash-screen"": ""~57.0.7"",; 78: ""react-native-screens"": ""~4.26.0"",; 1584: ""@expo/router-server"": ""^57.0.6"",; 1632: ""expo-router"": ""*"",; 1636: ""expo-router"": {; 2216: ""node_modules/@expo/router-server"": {; 2218: ""resolved"": ""https://registry.npmjs.org/@expo/router-server/-/router-server-57.0.6.tgz"","	"21: ""axios"": ""^1.7.9"",; 86: ""socket.io-client"": ""^4.8.3"",; 1392: ""node_modules/@emnapi/core"": {; 1394: ""resolved"": ""https://registry.npmjs.org/@emnapi/core/-/core-1.10.0.tgz"",; 1400: ""@emnapi/wasi-threads"": ""1.2.1"",; 1404: ""node_modules/@emnapi/runtime"": {; 1406: ""resolved"": ""https://registry.npmjs.org/@emnapi/runtime/-/runtime-1.10.0.tgz"",; 1415: ""node_modules/@emnapi/wasi-threads"": {"	"29: ""expo-auth-session"": ""~57.0.7"",; 122: ""js-tokens"": ""^4.0.0"",; 5124: ""@types/tough-cookie"": ""*"",; 5193: ""node_modules/@types/tough-cookie"": {; 5195: ""resolved"": ""https://registry.npmjs.org/@types/tough-cookie/-/tough-cookie-4.0.5.tgz"",; 6565: ""react-refresh"": "">=0.14.0 <1.0.0""; 7962: ""integrity"": ""sha512-zS54Oen9bITtp7kp2XM3AydrCIq1D+HwJOuH+c+e4LfpL/lotP5osijd+UoMnxwAam1GN8R4KtLAyIrIcBNpiA=="",; 9039: ""integrity"": ""sha512-z7IyloorXvKbFx9Bpie2+vMJKKx1fH1EN5yiTfp8CiLOTptSYy1g8H4yDpGlEdshL1PBiFtBHepF2cNsqeEeFQ=="","	"53: ""expo-status-bar"": ""~57.0.1"",; 2400: ""@humanwhocodes/retry"": ""^0.4.0""; 2430: ""node_modules/@humanwhocodes/retry"": {; 2432: ""resolved"": ""https://registry.npmjs.org/@humanwhocodes/retry/-/retry-0.4.3.tgz"",; 3482: ""@radix-ui/react-use-controllable-state"": ""1.2.6"",; 3582: ""node_modules/@radix-ui/react-dialog/node_modules/@radix-ui/react-use-controllable-state"": {; 3584: ""resolved"": ""https://registry.npmjs.org/@radix-ui/react-use-controllable-state/-/react-use-controllable-state-1.2.6.tgz"",; 3989: ""@radix-ui/react-use-controllable-state"": ""1.2.3"""	"461: ""@babel/plugin-syntax-decorators"": ""^7.29.7""; 485: ""node_modules/@babel/plugin-syntax-async-generators"": {; 487: ""resolved"": ""https://registry.npmjs.org/@babel/plugin-syntax-async-generators/-/plugin-syntax-async-generators-7.8.4.tgz"",; 498: ""node_modules/@babel/plugin-syntax-bigint"": {; 500: ""resolved"": ""https://registry.npmjs.org/@babel/plugin-syntax-bigint/-/plugin-syntax-bigint-7.8.3.tgz"",; 511: ""node_modules/@babel/plugin-syntax-class-properties"": {; 513: ""resolved"": ""https://registry.npmjs.org/@babel/plugin-syntax-class-properties/-/plugin-syntax-class-properties-7.12.13.tgz"",; 524: ""node_modules/@babel/plugin-syntax-class-static-block"": {"	"704: ""node_modules/@babel/plugin-syntax-optional-catch-binding"": {; 706: ""resolved"": ""https://registry.npmjs.org/@babel/plugin-syntax-optional-catch-binding/-/plugin-syntax-optional-catch-binding-7.8.3.tgz"",; 1026: ""node_modules/@babel/plugin-transform-optional-catch-binding"": {; 1028: ""resolved"": ""https://registry.npmjs.org/@babel/plugin-transform-optional-catch-binding/-/plugin-transform-optional-catch-binding-7.29.7.tgz"",; 2400: ""@humanwhocodes/retry"": ""^0.4.0""; 2430: ""node_modules/@humanwhocodes/retry"": {; 2432: ""resolved"": ""https://registry.npmjs.org/@humanwhocodes/retry/-/retry-0.4.3.tgz"",; 5848: ""node_modules/abort-controller"": {"	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	jest.config.js	49caf8bc82dd50b07366bbf06ca86faaf0b3d70db596929bffb0b964ac6a6ef1	11	OWNED_SOURCE_OR_CONFIG	config/build	cross-surface	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/jest.config.js.md	Complete decoded member bytes; static semantic signals	1-11							Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	Dockerfile	71cfd876a2264016770f3949796e897abfb937ad6bfc55d47e8e4ee41579842c	29	OWNED_SOURCE_OR_CONFIG	config/build	cross-surface	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/Dockerfile.md	Complete decoded member bytes; static semantic signals	1-29							Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	scripts/ci-e2e.sh	05ee9e122167b3ca8119c0ca10933d5aa38560e33e74b6ddba94558c5bde38d7		EXCLUSION_OTHER	source/config	binary/generated	N/A		Explicit binary/generated/other exclusion	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Traceability required; no execution performed	Explicit exclusion: EXCLUSION_OTHER; not a semantic source member
nabd_plus_patient_app.zip	app/authGuestPolicy.test.ts	ec4c298c50893080e50ac11c2499425751b75e3cd0302a7bc847125c45269bc4	19	OWNED_TEST	test	identity/session	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app_authGuestPolicy.test.ts.md	Complete decoded member bytes; static semantic signals	1-19	15: expect(source).not.toContain('guestLogin(');	14: expect(source).not.toContain('/auth/guest');	5: it('does not invoke the legacy guest endpoint or restore guest sessions from app entry points', () => {; 15: expect(source).not.toContain('guestLogin(');				Member classified as test	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	app/index.tsx	e7ef3b39ab55d2eb22f6b8ef9c44f740e18a1e5475aa56554bf44edb0e9915a6	64	OWNED_SOURCE_OR_CONFIG	ui/screen	identity/session	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app_index.tsx.md	Complete decoded member bytes; static semantic signals	1-64	"5: import { router } from ""expo-router"";; 29: router.replace(""/(auth)/welcome"");; 31: router.replace(""/(tabs)"");; 34: router.replace(""/(auth)/welcome"");"		24: // Preserve authenticated and guest sessions; the splash must never clear patient data.; 25: const token = await SecureStore.getItemAsync(STORAGE_KEYS.AUTH_TOKEN).catch(() => null);; 28: if (!token && !isGuest) {	18: const t = setTimeout(checkAppState, 2600); // let logo animation play; 22: const checkAppState = async () => {		18: const t = setTimeout(checkAppState, 2600); // let logo animation play; 19: return () => clearTimeout(t);; 25: const token = await SecureStore.getItemAsync(STORAGE_KEYS.AUTH_TOKEN).catch(() => null);; 33: } catch {	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	app/rn_screens.json	507daa94eef666924f9f9e581418549bb126220e5d71989172ed18033f2d05e1	838	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app_rn_screens.json.md	Complete decoded member bytes; static semantic signals	1-838	"103: ""file"": ""pharmacy/prescription-upload.tsx"",; 379: ""file"": ""nursing/booking-confirm.tsx"",; 459: ""file"": ""consultations/cancel-reschedule.tsx"",; 503: ""file"": ""consultations/booking-success.tsx"",; 515: ""file"": ""consultations/booking-confirm.tsx"",; 547: ""file"": ""diagnostics/book-sample.tsx"",; 571: ""file"": ""diagnostics/booking-confirm.tsx"",; 647: ""file"": ""(auth)/login.tsx"","	"7: ""file"": ""settings/notifications-settings.tsx"",; 27: ""file"": ""settings/notifications.tsx"",; 263: ""file"": ""(tabs)/pharmacy.tsx"",; 527: ""file"": ""consultations/appointments.tsx"","	"267: ""file"": ""family/permission-request.tsx"",; 287: ""file"": ""family/permissions.tsx"",; 391: ""file"": ""(onboarding)/permissions.tsx"",; 647: ""file"": ""(auth)/login.tsx"",; 655: ""file"": ""(auth)/otp.tsx"",; 683: ""file"": ""community/live-session.tsx"","	"75: ""file"": ""pharmacy/broadcast-status.tsx"",; 127: ""file"": ""payments/failed.tsx"",; 131: ""file"": ""payments/success.tsx"",; 459: ""file"": ""consultations/cancel-reschedule.tsx"",; 503: ""file"": ""consultations/booking-success.tsx"",; 779: ""file"": ""insurance/approval-pending.tsx"",; 791: ""file"": ""insurance/refund-status.tsx"","	"55: ""file"": ""offers/[id].tsx"",; 127: ""file"": ""payments/failed.tsx"",; 131: ""file"": ""payments/success.tsx"",; 135: ""file"": ""payments/processing.tsx"",; 139: ""file"": ""payments/failure.tsx"",; 579: ""file"": ""wallet/hub.tsx"",; 583: ""file"": ""wallet/transactions.tsx"",; 587: ""file"": ""wallet/transfer.tsx"","	"127: ""file"": ""payments/failed.tsx"",; 459: ""file"": ""consultations/cancel-reschedule.tsx"",; 779: ""file"": ""insurance/approval-pending.tsx"","	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	app/_layout.tsx	ad6c5921c8aab3b65cbeca000485620eeda1733ce9dc004190f526b5924eabaa	114	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app__layout.tsx.md	Complete decoded member bytes; static semantic signals	1-114	"8: import { Stack } from 'expo-router';; 14: import * as SplashScreen from 'expo-splash-screen';; 34: SplashScreen.preventAutoHideAsync();; 54: SplashScreen.hideAsync();; 59: bgSync.registerBackgroundFetch();; 78: screenOptions={{ headerShown: false }}; 80: <Stack.Screen name=""index"" />; 81: <Stack.Screen name=""(onboarding)"" />"	18: import { SocketProvider } from '../src/context/SocketContext';; 59: bgSync.registerBackgroundFetch();; 68: <SocketProvider>; 93: </SocketProvider>		9: import { StatusBar } from 'expo-status-bar';; 36: function ThemedStatusBar() {; 38: return <StatusBar style={isDark ? 'light' : 'dark'} />;; 42: const [loaded, error] = useFonts({; 53: if (loaded || error) {; 61: }, [loaded, error]);; 63: if (!loaded && !error) return null;; 74: <ThemedStatusBar />		23: import OfflineBanner from '../src/components/OfflineBanner';; 42: const [loaded, error] = useFonts({; 53: if (loaded || error) {; 61: }, [loaded, error]);; 63: if (!loaded && !error) return null;; 76: <OfflineBanner />; 108: } catch (e) {; 109: console.warn('[Sentry] Failed to wrap root component with Sentry:', e);	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	app/ai-assistant.tsx	d5ec29fd132bbd7fa3fe44103da767388ca4aa8819baf06cbfc7bf2ccdc64f5b	210	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app_ai-assistant.tsx.md	Complete decoded member bytes; static semantic signals	1-210	4: import { Stack, useRouter } from 'expo-router';; 18: export default function AIAssistantScreen() {; 19: const router = useRouter();; 106: <Stack.Screen options={{ title: 'المساعد الطبي AI' }} />; 135: onPress={() => router.push('/ai/prescription-translator')}; 142: onSubmitEditing={sendMessage}; 150: onPress={sendMessage}		13: role: 'user' | 'assistant';; 24: role: 'assistant',; 39: role: 'user',; 50: messages: messages.concat(userMessage).map(m => ({ role: m.role, content: m.content })),; 55: role: 'assistant',; 65: role: 'assistant',; 77: const isUser = item.role === 'user';	2: import React, { useState, useRef } from 'react';; 21: const [messages, setMessages] = useState<Message[]>([; 29: const [input, setInput] = useState('');; 30: const [loading, setLoading] = useState(false);; 32: const user = useAppSelector(state => state.auth.user);; 35: if (!input.trim() || loading) return;; 46: setLoading(true);; 61: } catch (error) {		30: const [loading, setLoading] = useState(false);; 35: if (!input.trim() || loading) return;; 46: setLoading(true);; 61: } catch (error) {; 62: console.error(error);; 63: const errorMessage: Message = {; 69: setMessages(prev => [...prev, errorMessage]);; 71: setLoading(false);	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	app/support/chat.tsx	7269f2404e7b47cb671a77bc064f8c3cc0b340d68e82796756690f8d1c8d3877	398	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app_support_chat.tsx.md	Complete decoded member bytes; static semantic signals	1-398	"15: import { router } from ""expo-router"";; 39: export default function SupportChatScreen() {; 129: <TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>; 199: onPress={() => sendMessage(qr)}; 226: onPress={() => sendMessage(inputText)}; 245: onSubmitEditing={() => sendMessage(inputText)}; 250: onPress={async () => {; 259: if (result.canceled || !result.assets?.[0]) return;"		253: const perm = await ImagePicker.requestMediaLibraryPermissionsAsync();	"3: import React, { useState, useRef } from ""react"";; 43: const [messages, setMessages] = useState<any[]>([]);; 44: const [inputText, setInputText] = useState("""");; 45: const [isTyping, setIsTyping] = useState(false);; 46: const [attaching, setAttaching] = useState(false);; 100: throw new Error('No reply');; 122: <View style={styles.agentStatus}>; 259: if (result.canceled || !result.assets?.[0]) return;"	22: Card,	64: .catch(() => {});; 100: throw new Error('No reply');; 102: } catch {; 259: if (result.canceled || !result.assets?.[0]) return;; 272: } catch (err: any) {	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	app/support/ticket.tsx	2bb4a007efe26968918a27154d26702fdf9903e630233e843f160581dad4e40e	142	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app_support_ticket.tsx.md	Complete decoded member bytes; static semantic signals	1-142	"5: import { router } from ""expo-router"";; 19: export default function TicketTrackingScreen() {; 44: onPress={() => router.push(""/support/chat"")}; 50: <TouchableOpacity onPress={() => router.back()}>; 69: onPress={() => router.push(""/support/chat"")}"			"22: const [tickets, setTickets] = React.useState<any[]>([]);; 23: const [loading, setLoading] = React.useState(true);; 29: .finally(() => setLoading(false));; 57: {loading ? (; 75: borderRightColor: t.statusColor || ""#23B5CE"",; 86: styles.statusBadge,; 87: { backgroundColor: (t.statusColor || ""#23B5CE"") + ""15"" },; 90: <AppText variant=""bodySM"">{t.status || ""مفتوح""}</AppText>"	11: Card,; 71: styles.ticketCard,; 116: ticketCard: {	23: const [loading, setLoading] = React.useState(true);; 28: .catch(() => setTickets([])); 29: .finally(() => setLoading(false));; 57: {loading ? (	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	app/community/hub.tsx	4cfbdd96ccfa0337517d045ba3afb357d0dd177aab6eb08e1e5b3ec0f0e6d491	313	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app_community_hub.tsx.md	Complete decoded member bytes; static semantic signals	1-313	"16: import { router } from ""expo-router"";; 33: export default function Screen() {; 59: const res = await apiFetch(`/community/posts?page=1&limit=20${qs}`);; 98: onPress={() => setShowComposer(true)}; 107: onPress={() => router.back()}; 143: onPress={() => setActiveCategory(cat.key)}; 171: onPress={() =>; 172: router.push({"	"59: const res = await apiFetch(`/community/posts?page=1&limit=20${qs}`);; 74: await apiFetch(""/community/posts"", {"		"2: import React, { useState, useEffect } from ""react"";; 7: StatusBar,; 36: const [posts, setPosts] = useState<any[]>([]);; 37: const [loading, setLoading] = useState(true);; 45: const [activeCategory, setActiveCategory] = useState("""");; 46: const [showComposer, setShowComposer] = useState(false);; 47: const [postText, setPostText] = useState("""");; 48: const [postCategory, setPostCategory] = useState(""question"");"	23: Card,; 170: <Card; 177: style={st.postCard}; 221: </Card>; 230: <View style={[st.composerCard, { backgroundColor: colors.surface }]}>; 276: composerCard: { borderTopLeftRadius: 24, borderTopRightRadius: 24, padding: 20, paddingBottom: 34 },; 299: postCard: { padding: 14, gap: 4 },	37: const [loading, setLoading] = useState(true);; 57: setLoading(true);; 62: } catch (err) {; 63: console.error(err);; 65: setLoading(false);; 82: } catch (e: any) {; 112: {loading ? (; 162: ListEmptyComponent={	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	app/community/post-detail.tsx	6ab5a01586714384cbb518eda3d18cfc8c7a102e8c9d42637f58c467bdf7b68c	370	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app_community_post-detail.tsx.md	Complete decoded member bytes; static semantic signals	1-370	"13: import { router, useLocalSearchParams } from ""expo-router"";; 28: export default function PostDetailScreen() {; 132: <TouchableOpacity onPress={() => router.back()}>; 178: onPress={async () => {; 189: onPress={() => commentsRef.current?.scrollToEnd?.({ animated: true })}; 194: <TouchableOpacity style={styles.actionBtn} onPress={handleVote}>; 257: onPress={sendComment}; 277: onSubmitEditing={sendComment}"	53: const res = await apiFetch(`/community/posts/${postId}`);; 68: const res = await apiFetch(`/community/posts/${postId}/vote`, {; 87: const res = await apiFetch(`/community/posts/${postId}/comment`, {		"2: import React, { useState, useEffect } from ""react"";; 34: const [post, setPost] = useState<any>(null);; 35: const [comments, setComments] = useState<any[]>([]);; 37: const [loading, setLoading] = useState(true);; 38: const [comment, setComment] = useState("""");; 39: const [voted, setVoted] = useState<""up"" | ""down"" | null>(null);; 40: const [voteCount, setVoteCount] = useState(0);; 46: setLoading(false);"	19: Card,; 141: styles.postCard,; 212: styles.commentCard,; 294: postCard: {; 334: commentCard: { padding: 12, borderRadius: 16, marginBottom: 8 },	37: const [loading, setLoading] = useState(true);; 46: setLoading(false);; 52: setLoading(true);; 57: } catch (err) {; 58: console.error(err);; 60: setLoading(false);; 79: } catch (err: any) {; 93: } catch (err: any) {	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	app/reports/hub.tsx	1c530e071267b80b77603e77049f71aab6241c1dfdd2fc2e542e140e461a6efc	281	OWNED_SOURCE_OR_CONFIG	ui/screen	consultation/booking	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app_reports_hub.tsx.md	Complete decoded member bytes; static semantic signals	1-281	"16: import { router } from ""expo-router"";; 41: if (r.lab_booking_id) return ""lab"";; 42: if (r.radiology_booking_id) return ""radiology"";; 59: export default function ReportsHubScreen() {; 110: onPress={() => router.back()}; 143: onPress={() => setFilter(f.key)}; 154: <Button label=""إعادة المحاولة"" size=""sm"" full={false} onPress={() => { setLoading(true); load(); }} />; 178: onPress={() =>"	"71: const res = await apiFetch(""/medical-reports/mine?limit=100"");"	14: RefreshControl,; 65: const [refreshing, setRefreshing] = useState(false);; 80: setRefreshing(false);; 122: refreshControl={; 123: <RefreshControl; 124: refreshing={refreshing}; 125: onRefresh={() => {; 126: setRefreshing(true);	"5: // view-report never read. Now: real API, honest states, correct params.; 6: import React, { useState, useEffect, useCallback } from ""react"";; 11: StatusBar,; 62: const [filter, setFilter] = useState(""all"");; 63: const [reports, setReports] = useState<any[]>([]);; 64: const [loading, setLoading] = useState(true);; 65: const [refreshing, setRefreshing] = useState(false);; 66: const [error, setError] = useState(false);"	"22: Card,; 149: <Card style={{ alignItems: ""center"", gap: 10, paddingVertical: 28 }}>; 155: </Card>; 159: <Card style={{ alignItems: ""center"", gap: 10, paddingVertical: 32 }}>; 169: </Card>; 176: <Card; 258: </Card>"	54: } catch {; 64: const [loading, setLoading] = useState(true);; 66: const [error, setError] = useState(false);; 70: setError(false);; 74: } catch (e) {; 75: console.error(e);; 76: setError(true);; 79: setLoading(false);	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
