archive_path	member_path	sha256	line_count	kind	role	domain	fully_read	evidence_file	evidence_section	line_ranges_read	routes_screens_actions	backend_consumers_or_contracts	auth_ownership	state_transitions	payment_insurance_relevance	error_empty_loading_retry_cancel	existing_tests	notes
nabd-patient-web.zip	app/[locale]/consultations/specialties/specialties-ssr.test.ts	277e407ee4af45c60e7b74f8f1151f1e7f0de6530c2fe9e85cdcd0fe15d43548	30	OWNED_TEST	test	consultation/booking	YES	audit-artifacts/phase0d/phase0d-patient-web/evidence/app_locale_consultations_specialties_specialties-ssr.test.ts.md	Complete decoded member bytes; static semantic signals	1-30	"10: import SpecialtySelectPage from ""./page"";; 17: const html = renderToStaticMarkup(await SpecialtySelectPage({ params: Promise.resolve({ locale: ""en"" }) }));; 26: const html = renderToStaticMarkup(await SpecialtySelectPage({ params: Promise.resolve({ locale: ""ar"" }) }));"	"8: vi.mock(""@/lib/api/specialties-server"", () => ({ getPublicSpecialties: state.getPublicSpecialties }));; 19: expect(html).toContain(""/en/appointments?specialty=%D9%82%D9%84%D8%A8"");"	"15: it(""renders only parsed public display fields without a private session token"", async () => {; 21: expect(html).not.toContain(""access-token"");"	"4: const state = vi.hoisted(() => ({ getPublicSpecialties: vi.fn() }));; 8: vi.mock(""@/lib/api/specialties-server"", () => ({ getPublicSpecialties: state.getPublicSpecialties }));; 13: beforeEach(() => state.getPublicSpecialties.mockReset());; 16: state.getPublicSpecialties.mockResolvedValue(new Response(JSON.stringify({ data: [{ slug: ""cardiology"", name_ar: ""قلب"", name_en: ""Cardiology"", count: 7, patient_id: ""private-patient"" }] }), { status: 200 }));; 25: state.getPublicSpecialties.mockResolvedValue(null);"	"16: state.getPublicSpecialties.mockResolvedValue(new Response(JSON.stringify({ data: [{ slug: ""cardiology"", name_ar: ""قلب"", name_en: ""Cardiology"", count: 7, patient_id: ""private-patient"" }] }), { status: 200 }));; 18: expect(html).toContain(""Cardiology"");; 28: expect(html).not.toContain(""Cardiology"");"		Member classified as test	Complete member read from baseline archive bytes; no product code changed
nabd-patient-web.zip	app/[locale]/consultations/specialties/specialties.module.css	1b7c9667a1cdd67acdbbf64fc41d158e2c24e412dccedb01f0cd9cf8fd15f25c	23	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-patient-web/evidence/app_locale_consultations_specialties_specialties.module.css.md	Complete decoded member bytes; static semantic signals	1-23	1: .page { max-width: 980px; margin: 0 auto; padding: 40px 20px 72px; }; 20: .retry { display: inline-flex; align-items: center; gap: 8px; padding: 11px 16px; color: white; text-decoration: none; border-radius: 13px; background: var(--primary); transition: transform 160ms cubic-bezier(.23,1,.32,1); }; 21: .retry:active { transform: scale(.97); }; 22: @media (max-width: 700px) { .page { padding: 24px 14px 56px; } .hero { align-items: flex-start; padding: 22px; } .grid { grid-template-columns: 1fr; } }; 23: @media (prefers-reduced-motion: reduce) { .card, .retry { transition: none; } .card:hover, .card:active, .retry:active { transform: none; } }			6: .heroIcon, .stateIcon { display: grid; place-items: center; width: 62px; height: 62px; flex: 0 0 auto; color: var(--primary); border-radius: 22px; background: color-mix(in srgb, var(--primary) 12%, transparent); }; 17: .state { display: grid; justify-items: center; gap: 12px; padding: 76px 24px; text-align: center; border: 1px dashed color-mix(in srgb, var(--border) 80%, transparent); border-radius: 24px; background: color-mix(in srgb, var(--surface) 76%,; 18: .state h1, .state h2 { margin: 0; color: var(--text-primary); }; 19: .state p { max-width: 480px; margin: 0; color: var(--text-secondary); line-height: 1.7; }; 20: .retry { display: inline-flex; align-items: center; gap: 8px; padding: 11px 16px; color: white; text-decoration: none; border-radius: 13px; background: var(--primary); transition: transform 160ms cubic-bezier(.23,1,.32,1); }; 21: .retry:active { transform: scale(.97); }; 23: @media (prefers-reduced-motion: reduce) { .card, .retry { transition: none; } .card:hover, .card:active, .retry:active { transform: none; } }	10: .card { display: flex; align-items: center; gap: 14px; min-height: 82px; padding: 16px; color: inherit; text-decoration: none; border: 1px solid color-mix(in srgb, var(--border) 65%, transparent); border-radius: 22px; background: color-mix(; 11: .card:hover { transform: translateY(-3px); border-color: color-mix(in srgb, var(--primary) 45%, var(--border)); box-shadow: 0 18px 42px rgba(36,72,93,.12); }; 12: .card:active { transform: scale(.985); }; 13: .cardIcon { display: grid; place-items: center; width: 48px; height: 48px; flex: 0 0 auto; border-radius: 16px; }; 14: .cardCopy { display: flex; flex: 1; flex-direction: column; gap: 4px; min-width: 0; }; 15: .cardCopy strong { overflow: hidden; color: var(--text-primary); font-size: 16px; text-overflow: ellipsis; white-space: nowrap; }; 16: .cardCopy small { color: var(--text-tertiary); font-size: 12px; }; 23: @media (prefers-reduced-motion: reduce) { .card, .retry { transition: none; } .card:hover, .card:active, .retry:active { transform: none; } }	20: .retry { display: inline-flex; align-items: center; gap: 8px; padding: 11px 16px; color: white; text-decoration: none; border-radius: 13px; background: var(--primary); transition: transform 160ms cubic-bezier(.23,1,.32,1); }; 21: .retry:active { transform: scale(.97); }; 23: @media (prefers-reduced-motion: reduce) { .card, .retry { transition: none; } .card:hover, .card:active, .retry:active { transform: none; } }	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd-patient-web.zip	app/[locale]/consultations/doctors/page.tsx	f7e6036268412347512966c7aad748a72b21c57c2cb4ab2bac5a7bea1a300010	18	OWNED_SOURCE_OR_CONFIG	ui/screen	consultation/booking	YES	audit-artifacts/phase0d/phase0d-patient-web/evidence/app_locale_consultations_doctors_page.tsx.md	Complete decoded member bytes; static semantic signals	1-18	"11: export default async function DoctorsPage({ params, searchParams }: Props) {; 15: if (!response || !response.ok) return <main className={`main ${styles.page}`}><section className={styles.state} role=""alert""><Stethoscope size={28} aria-hidden=""true"" /><h1>{t(""unavailableTitle"")}</h1><p>{t(""unavailableBody"")}</p><Link href; 17: return <main className={`main ${styles.page}`}><section className={styles.hero}><div><p className={styles.eyebrow}>{t(""eyebrow"")}</p><h1>{t(""title"")}</h1><p className={styles.subtitle}>{t(""subtitle"")}</p></div><span className={styles.heroIc"	"5: import { extractDoctors } from ""@/lib/api/doctors"";; 6: import { getPublicDoctors } from ""@/lib/api/doctors-server"";"	"15: if (!response || !response.ok) return <main className={`main ${styles.page}`}><section className={styles.state} role=""alert""><Stethoscope size={28} aria-hidden=""true"" /><h1>{t(""unavailableTitle"")}</h1><p>{t(""unavailableBody"")}</p><Link href; 17: return <main className={`main ${styles.page}`}><section className={styles.hero}><div><p className={styles.eyebrow}>{t(""eyebrow"")}</p><h1>{t(""title"")}</h1><p className={styles.subtitle}>{t(""subtitle"")}</p></div><span className={styles.heroIc"	"15: if (!response || !response.ok) return <main className={`main ${styles.page}`}><section className={styles.state} role=""alert""><Stethoscope size={28} aria-hidden=""true"" /><h1>{t(""unavailableTitle"")}</h1><p>{t(""unavailableBody"")}</p><Link href; 17: return <main className={`main ${styles.page}`}><section className={styles.hero}><div><p className={styles.eyebrow}>{t(""eyebrow"")}</p><h1>{t(""title"")}</h1><p className={styles.subtitle}>{t(""subtitle"")}</p></div><span className={styles.heroIc"	"10: type Props = { params: Promise<{ locale: string }>; searchParams?: Promise<{ q?: string; specialty?: string; sort?: ""rating"" | ""price"" | ""wait"" }> };; 13: const t = await getTranslations(""Doctors""); const response = await getPublicDoctors({ search: sp.q, specialty: sp.specialty, sort: [""rating"", ""price"", ""wait""].includes(sp.sort ?? """") ? sp.sort : undefined });; 17: return <main className={`main ${styles.page}`}><section className={styles.hero}><div><p className={styles.eyebrow}>{t(""eyebrow"")}</p><h1>{t(""title"")}</h1><p className={styles.subtitle}>{t(""subtitle"")}</p></div><span className={styles.heroIc"	"15: if (!response || !response.ok) return <main className={`main ${styles.page}`}><section className={styles.state} role=""alert""><Stethoscope size={28} aria-hidden=""true"" /><h1>{t(""unavailableTitle"")}</h1><p>{t(""unavailableBody"")}</p><Link href; 16: const doctors = extractDoctors(await response.json().catch(() => null));; 17: return <main className={`main ${styles.page}`}><section className={styles.hero}><div><p className={styles.eyebrow}>{t(""eyebrow"")}</p><h1>{t(""title"")}</h1><p className={styles.subtitle}>{t(""subtitle"")}</p></div><span className={styles.heroIc"	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd-patient-web.zip	app/[locale]/consultations/doctors/doctors-ssr.test.ts	2e27b50dac3932db5029a9f3f737397c2125d9644263418476f05246ecb9b31f	3	OWNED_TEST	test	consultation/booking	YES	audit-artifacts/phase0d/phase0d-patient-web/evidence/app_locale_consultations_doctors_doctors-ssr.test.ts.md	Complete decoded member bytes; static semantic signals	1-3	"2: const state=vi.hoisted(()=>({get:vi.fn()})); vi.mock(""next-intl/server"",()=>({getTranslations:async()=> (k:string)=>k,setRequestLocale:vi.fn()})); vi.mock(""@/lib/i18n"",()=>({isLocale:()=>true})); vi.mock(""@/lib/api/doctors-server"",()=>({get; 3: describe(""doctors SSR"",()=>{beforeEach(()=>state.get.mockReset());it(""renders public doctor fields without private data"",async()=>{state.get.mockResolvedValue(new Response(JSON.stringify([{id:""doc-1"",name_en:""Verified Doctor"",patient_id:""pr"	"2: const state=vi.hoisted(()=>({get:vi.fn()})); vi.mock(""next-intl/server"",()=>({getTranslations:async()=> (k:string)=>k,setRequestLocale:vi.fn()})); vi.mock(""@/lib/i18n"",()=>({isLocale:()=>true})); vi.mock(""@/lib/api/doctors-server"",()=>({get"		"2: const state=vi.hoisted(()=>({get:vi.fn()})); vi.mock(""next-intl/server"",()=>({getTranslations:async()=> (k:string)=>k,setRequestLocale:vi.fn()})); vi.mock(""@/lib/i18n"",()=>({isLocale:()=>true})); vi.mock(""@/lib/api/doctors-server"",()=>({get; 3: describe(""doctors SSR"",()=>{beforeEach(()=>state.get.mockReset());it(""renders public doctor fields without private data"",async()=>{state.get.mockResolvedValue(new Response(JSON.stringify([{id:""doc-1"",name_en:""Verified Doctor"",patient_id:""pr"			Member classified as test	Complete member read from baseline archive bytes; no product code changed
nabd-patient-web.zip	app/[locale]/consultations/doctors/doctors.module.css	10e1f58bbde1aac3efb84517e148a3e908dedb8dedcc29e7c6982de25430859b	3	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-patient-web/evidence/app_locale_consultations_doctors_doctors.module.css.md	Complete decoded member bytes; static semantic signals	1-3	1: .page { max-width: 980px; margin: 0 auto; padding: 32px 20px 72px; }.hero { display:flex; align-items:flex-end; justify-content:space-between; gap:20px; padding:28px; border:1px solid color-mix(in srgb,var(--border) 70%,transparent); border; 2: @media(max-width:700px){.page{padding:24px 14px 56px}.hero,.detail{align-items:flex-start;padding:22px}.grid{grid-template-columns:1fr}.search{padding-left:14px}.search button{padding:10px 12px}}		1: .page { max-width: 980px; margin: 0 auto; padding: 32px 20px 72px; }.hero { display:flex; align-items:flex-end; justify-content:space-between; gap:20px; padding:28px; border:1px solid color-mix(in srgb,var(--border) 70%,transparent); border	1: .page { max-width: 980px; margin: 0 auto; padding: 32px 20px 72px; }.hero { display:flex; align-items:flex-end; justify-content:space-between; gap:20px; padding:28px; border:1px solid color-mix(in srgb,var(--border) 70%,transparent); border	1: .page { max-width: 980px; margin: 0 auto; padding: 32px 20px 72px; }.hero { display:flex; align-items:flex-end; justify-content:space-between; gap:20px; padding:28px; border:1px solid color-mix(in srgb,var(--border) 70%,transparent); border; 3: @media(prefers-reduced-motion:reduce){.card{transition:none}.card:hover,.card:active{transform:none}}		Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd-patient-web.zip	app/[locale]/consultations/doctors/[doctorId]/page.tsx	f4bd02360d591462dafb7e3c57708564e4bdccc46dc9bd928c761e1aa9454cbd	22	OWNED_SOURCE_OR_CONFIG	ui/screen	consultation/booking	YES	audit-artifacts/phase0d/phase0d-patient-web/evidence/app_locale_consultations_doctors_doctorId_page.tsx.md	Complete decoded member bytes; static semantic signals	1-22	"8: import { AppointmentBookingForm } from ""@/components-next/appointment-booking-form"";; 14: export default async function DoctorDetailPage({ params, searchParams }: Props) {; 18: if (!response.ok) return <main className={`main ${styles.page}`}><section className={styles.state} role=""alert""><Stethoscope size={28} aria-hidden=""true"" /><h1>{t(""unavailableTitle"")}</h1><p>{t(""unavailableBody"")}</p><Link href={`/${locale}; 21: return <main className={`main ${styles.page}`}><Link href={`/${locale}/consultations/doctors`} className={styles.back}><Arrow size={17} aria-hidden=""true"" />{t(""back"")}</Link><article className={styles.detail}><div className={styles.detailI"	"5: import { extractDoctor, extractDoctorSlots } from ""@/lib/api/doctors"";; 6: import { getPublicDoctor, getPublicDoctorSlots } from ""@/lib/api/doctors-server"";"	"18: if (!response.ok) return <main className={`main ${styles.page}`}><section className={styles.state} role=""alert""><Stethoscope size={28} aria-hidden=""true"" /><h1>{t(""unavailableTitle"")}</h1><p>{t(""unavailableBody"")}</p><Link href={`/${locale}; 21: return <main className={`main ${styles.page}`}><Link href={`/${locale}/consultations/doctors`} className={styles.back}><Arrow size={17} aria-hidden=""true"" />{t(""back"")}</Link><article className={styles.detail}><div className={styles.detailI"	"17: const t = await getTranslations(""Doctors""); const response = await getPublicDoctor(doctorId); if (!response || response.status === 404) notFound();; 18: if (!response.ok) return <main className={`main ${styles.page}`}><section className={styles.state} role=""alert""><Stethoscope size={28} aria-hidden=""true"" /><h1>{t(""unavailableTitle"")}</h1><p>{t(""unavailableBody"")}</p><Link href={`/${locale}; 21: return <main className={`main ${styles.page}`}><Link href={`/${locale}/consultations/doctors`} className={styles.back}><Arrow size={17} aria-hidden=""true"" />{t(""back"")}</Link><article className={styles.detail}><div className={styles.detailI"		"18: if (!response.ok) return <main className={`main ${styles.page}`}><section className={styles.state} role=""alert""><Stethoscope size={28} aria-hidden=""true"" /><h1>{t(""unavailableTitle"")}</h1><p>{t(""unavailableBody"")}</p><Link href={`/${locale}; 19: const doctor = extractDoctor(await response.json().catch(() => null)); if (!doctor) notFound();; 20: const slotsResponse = await getPublicDoctorSlots({ id: doctor.id, date, serviceType }); const slots = slotsResponse?.ok ? extractDoctorSlots(await slotsResponse.json().catch(() => null)) : null; const rtl = locale === ""ar"" || locale === ""ur; 21: return <main className={`main ${styles.page}`}><Link href={`/${locale}/consultations/doctors`} className={styles.back}><Arrow size={17} aria-hidden=""true"" />{t(""back"")}</Link><article className={styles.detail}><div className={styles.detailI"	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd-patient-web.zip	app/[locale]/settings/page.tsx	aa3a2339987d213456cb564571fd38d6d2703865f769d3453dfc2ec9e2a5784b	45	OWNED_SOURCE_OR_CONFIG	ui/screen	diagnostics/homecare	YES	audit-artifacts/phase0d/phase0d-patient-web/evidence/app_locale_settings_page.tsx.md	Complete decoded member bytes; static semantic signals	1-45	12: export default async function SettingsPage({ params }: Props) {; 25: if (responses.some((response) => response.status === 401)) redirect(`/${locale}/login`);; 35: return <main className={`main ${styles.page}`}>	"4: import { getPatientPrivacySettings, getPatientSecuritySettings, getPatientSessions, getPatientStorage } from ""@/lib/api/settings-server"";; 5: import { parsePrivacySettings, parseSecuritySettings, parseSessions, parseStorageSummary } from ""@/lib/api/settings"";; 6: import { requirePatientAccess } from ""@/lib/auth/session"";"	"4: import { getPatientPrivacySettings, getPatientSecuritySettings, getPatientSessions, getPatientStorage } from ""@/lib/api/settings-server"";; 5: import { parsePrivacySettings, parseSecuritySettings, parseSessions, parseStorageSummary } from ""@/lib/api/settings"";; 6: import { requirePatientAccess } from ""@/lib/auth/session"";; 17: const token = await requirePatientAccess(locale);; 18: const [privacyResponse, securityResponse, storageResponse, sessionsResponse] = await Promise.all([; 19: getPatientPrivacySettings(token),; 20: getPatientSecuritySettings(token),; 21: getPatientStorage(token),"	"25: if (responses.some((response) => response.status === 401)) redirect(`/${locale}/login`);; 26: if (responses.some((response) => response.status === 403 || response.status === 404)) notFound();; 27: if (responses.some((response) => !response.ok)) return <main className=""main""><section className={styles.state} role=""alert""><h1>{t(""unavailableTitle"")}</h1><p>{t(""unavailable"")}</p></section></main>;; 40: <article className={styles.card}><span className={styles.icon}><Database size={20} aria-hidden=""true"" /></span><div><h2>{t(""storageTitle"")}</h2><p>{storage.used && storage.total ? `${storage.used} / ${storage.total}` : t(""notAvailable"")}</p; 41: <article className={styles.card}><span className={styles.icon}><MonitorSmartphone size={20} aria-hidden=""true"" /></span><div><h2>{t(""sessionsTitle"")}</h2>{sessions.length ? <><ul>{visibleSessions.map((session, index) => <li key={`${session."	"38: <article className={styles.card}><span className={styles.icon}><ShieldCheck size={20} aria-hidden=""true"" /></span><div><h2>{t(""privacyTitle"")}</h2><p>{t(""profileVisible"")}</p><strong>{bool(privacy.profileVisible)}</strong><p>{t(""dataSharing; 39: <article className={styles.card}><span className={styles.icon}><LockKeyhole size={20} aria-hidden=""true"" /></span><div><h2>{t(""securityTitle"")}</h2><p>{t(""biometric"")}</p><strong>{bool(security.biometric)}</strong><p>{t(""twoFactor"")}</p><st; 40: <article className={styles.card}><span className={styles.icon}><Database size={20} aria-hidden=""true"" /></span><div><h2>{t(""storageTitle"")}</h2><p>{storage.used && storage.total ? `${storage.used} / ${storage.total}` : t(""notAvailable"")}</p; 41: <article className={styles.card}><span className={styles.icon}><MonitorSmartphone size={20} aria-hidden=""true"" /></span><div><h2>{t(""sessionsTitle"")}</h2>{sessions.length ? <><ul>{visibleSessions.map((session, index) => <li key={`${session."	"28: const privacy = parsePrivacySettings(await privacyResponse.json().catch(() => null));; 29: const security = parseSecuritySettings(await securityResponse.json().catch(() => null));; 30: const storage = parseStorageSummary(await storageResponse.json().catch(() => null));; 31: const sessions = parseSessions(await sessionsResponse.json().catch(() => null));; 40: <article className={styles.card}><span className={styles.icon}><Database size={20} aria-hidden=""true"" /></span><div><h2>{t(""storageTitle"")}</h2><p>{storage.used && storage.total ? `${storage.used} / ${storage.total}` : t(""notAvailable"")}</p; 41: <article className={styles.card}><span className={styles.icon}><MonitorSmartphone size={20} aria-hidden=""true"" /></span><div><h2>{t(""sessionsTitle"")}</h2>{sessions.length ? <><ul>{visibleSessions.map((session, index) => <li key={`${session."	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd-patient-web.zip	app/[locale]/settings/settings.module.css	0375ab6489c2940c389cfc0f8a6b4f192606c3f420155a13bad461e5a77d054b	25	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-patient-web/evidence/app_locale_settings_settings.module.css.md	Complete decoded member bytes; static semantic signals	1-25	1: .page { display: grid; gap: 1.25rem; padding: 1.5rem 0 4rem; }; 25: @media (max-width: 440px) { .page { gap: 1rem; padding-top: 1rem; } .card li { align-items: flex-start; flex-direction: column; gap: .25rem; } .card li strong { text-align: start; white-space: normal; } }		17: .sessionsSummary { margin-top: .85rem !important; color: var(--muted); font-size: .78rem !important; line-height: 1.55; }	19: .state { display: grid; justify-items: center; gap: .75rem; padding: clamp(2rem, 7vw, 3.5rem) 1.25rem; border: 1px dashed rgba(8,127,140,.28); border-radius: var(--radius-xl); background: linear-gradient(145deg, rgba(255,255,255,.76), rgba(; 20: .state h1, .state p { margin: 0; }; 21: .state h1 { color: var(--ink); font-size: 1.1rem; }; 22: .state p { line-height: 1.7; }	9: .card { display: grid; grid-template-columns: auto minmax(0, 1fr); align-items: start; gap: .95rem; padding: 1.2rem; border: 1px solid var(--line); border-radius: var(--radius-xl); background: rgba(255,255,255,.92); box-shadow: var(--shadow; 10: .card h2 { margin: 0 0 .85rem; color: var(--ink); font-size: 1.05rem; }; 11: .card p { margin: .65rem 0 .25rem; color: var(--muted); font-size: .84rem; line-height: 1.55; }; 12: .card strong { color: var(--brand-deep); font-size: .92rem; }; 14: .card ul { display: grid; gap: .65rem; margin: .9rem 0 0; padding: 0; list-style: none; }; 15: .card li { display: flex; justify-content: space-between; gap: .85rem; padding-block-start: .65rem; border-top: 1px solid rgba(229,232,238,.72); color: var(--muted); font-size: .8rem; }; 16: .card li strong { font-size: .8rem; text-align: end; white-space: nowrap; }; 25: @media (max-width: 440px) { .page { gap: 1rem; padding-top: 1rem; } .card li { align-items: flex-start; flex-direction: column; gap: .25rem; } .card li strong { text-align: start; white-space: normal; } }		Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd-patient-web.zip	app/[locale]/insurance/insurance.module.css	96b7a9564333ffd06e7ee8367192c2b28f3f546340fa1698dbcd9ff98ea9a12a	25	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-patient-web/evidence/app_locale_insurance_insurance.module.css.md	Complete decoded member bytes; static semantic signals	1-25	1: .page { display: grid; gap: 1.25rem; padding: 1.5rem 0 4rem; }; 25: @media (max-width: 440px) { .page { gap: 1rem; padding-top: 1rem; } .claimTop { align-items: flex-start; flex-direction: column; gap: .55rem; } }			19: .status { inline-size: max-content; max-inline-size: 100%; border-radius: var(--radius-full); padding: .3rem .65rem; color: var(--brand-deep); background: var(--brand-soft); font-size: .8rem; font-weight: 760; overflow-wrap: anywhere; }; 21: .state { display: grid; justify-items: center; gap: .75rem; padding: clamp(2rem, 7vw, 3.5rem) 1.25rem; border: 1px dashed rgba(8,127,140,.28); border-radius: var(--radius-xl); background: linear-gradient(145deg, rgba(255,255,255,.76), rgba(; 22: .state p { margin: 0; line-height: 1.7; }	9: .card { display: grid; gap: .65rem; min-inline-size: 0; padding: 1.2rem; border: 1px solid var(--line); border-radius: var(--radius-xl); background: rgba(255,255,255,.92); box-shadow: var(--shadow-md); }; 10: .card span { color: var(--muted); font-size: .84rem; font-weight: 700; }; 11: .card strong { color: var(--ink); font-size: 1.02rem; overflow-wrap: anywhere; }		Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd-patient-web.zip	app/[locale]/insurance/page.tsx	e6db9e732ddfab6dabf12e1e5b5dcef00bd9252fb9d5b9ae1757ab310ddc7ab6	39	OWNED_SOURCE_OR_CONFIG	ui/screen	diagnostics/homecare	YES	audit-artifacts/phase0d/phase0d-patient-web/evidence/app_locale_insurance_page.tsx.md	Complete decoded member bytes; static semantic signals	1-39	14: export default async function InsurancePage({ params }: Props) {; 25: if ([policyResponse, benefitsResponse, claimsResponse].some((r) => r.status === 401)) redirect(`/${locale}/login`);	"4: import { getPatientClaims } from ""@/lib/api/claims-server"";; 5: import { parseClaims } from ""@/lib/api/claims"";; 6: import { getPatientInsuranceBenefits, getPatientInsurancePolicy } from ""@/lib/api/insurance-server"";; 7: import { parseInsuranceSummary } from ""@/lib/api/insurance"";; 8: import { requirePatientAccess } from ""@/lib/auth/session"";; 10: import styles from ""./insurance.module.css"";"	"8: import { requirePatientAccess } from ""@/lib/auth/session"";; 19: const token = await requirePatientAccess(locale);; 21: getPatientInsurancePolicy(token),; 22: getPatientInsuranceBenefits(token),; 23: getPatientClaims(token),; 25: if ([policyResponse, benefitsResponse, claimsResponse].some((r) => r.status === 401)) redirect(`/${locale}/login`);; 27: if (!policyResponse.ok || !benefitsResponse.ok || !claimsResponse.ok) return <main className=""main""><section className={styles.state} role=""alert""><h1>{t(""unavailableTitle"")}</h1><p>{t(""unavailable"")}</p></section></main>;; 30: if (!summary) return <main className=""main""><section className={styles.state} role=""alert""><h1>{t(""unavailableTitle"")}</h1><p>{t(""unavailable"")}</p></section></main>;"	"25: if ([policyResponse, benefitsResponse, claimsResponse].some((r) => r.status === 401)) redirect(`/${locale}/login`);; 26: if ([policyResponse, benefitsResponse, claimsResponse].some((r) => r.status === 403 || r.status === 404)) notFound();; 27: if (!policyResponse.ok || !benefitsResponse.ok || !claimsResponse.ok) return <main className=""main""><section className={styles.state} role=""alert""><h1>{t(""unavailableTitle"")}</h1><p>{t(""unavailable"")}</p></section></main>;; 30: if (!summary) return <main className=""main""><section className={styles.state} role=""alert""><h1>{t(""unavailableTitle"")}</h1><p>{t(""unavailable"")}</p></section></main>;; 31: const statusLabel = (status?: string) => status ? t(`claimStatus.${status}` as ""claimStatus.pending"") : t(""claimStatus.unknown"");; 34: <section className={styles.grid}><div className={styles.card}><span>{t(""policyStatus"")}</span><strong>{summary.hasPolicy ? t(""active"") : t(""none"")}</strong></div>{summary.companyName ? <div className={styles.card}><span>{t(""company"")}</span; 36: {claims.length === 0 ? <div className={styles.state}><p>{t(""claimsEmpty"")}</p></div> : <div className={styles.claimsList}>{claims.map((claim) => <article className={styles.card} key={claim.id}><div className={styles.claimTop}><strong>{claim"	"6: import { getPatientInsuranceBenefits, getPatientInsurancePolicy } from ""@/lib/api/insurance-server"";; 7: import { parseInsuranceSummary } from ""@/lib/api/insurance"";; 10: import styles from ""./insurance.module.css"";; 14: export default async function InsurancePage({ params }: Props) {; 18: const t = await getTranslations(""Insurance"");; 21: getPatientInsurancePolicy(token),; 22: getPatientInsuranceBenefits(token),; 28: const summary = parseInsuranceSummary(await policyResponse.json().catch(() => null));"	"28: const summary = parseInsuranceSummary(await policyResponse.json().catch(() => null));; 29: const claims = parseClaims(await claimsResponse.json().catch(() => null));; 31: const statusLabel = (status?: string) => status ? t(`claimStatus.${status}` as ""claimStatus.pending"") : t(""claimStatus.unknown"");; 36: {claims.length === 0 ? <div className={styles.state}><p>{t(""claimsEmpty"")}</p></div> : <div className={styles.claimsList}>{claims.map((claim) => <article className={styles.card} key={claim.id}><div className={styles.claimTop}><strong>{claim"	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd-patient-web.zip	server/auth.logout.test.ts	253f4a050743093300aa70fc0072f5fbd46cfba96ecfd1d52d434fbe7dcfb54a	62	OWNED_TEST	test	diagnostics/homecare	YES	audit-artifacts/phase0d/phase0d-patient-web/evidence/server_auth.logout.test.ts.md	Complete decoded member bytes; static semantic signals	1-62	"2: import { appRouter } from ""./routers"";; 21: loginMethod: ""manus"",; 44: describe(""auth.logout"", () => {; 47: const caller = appRouter.createCaller(ctx);; 49: const result = await caller.auth.logout();"	"4: import type { TrpcContext } from ""./_core/context"";; 11: type AuthenticatedUser = NonNullable<TrpcContext[""user""]>;; 13: function createAuthContext(): { ctx: TrpcContext; clearedCookies: CookieCall[] } {; 28: const ctx: TrpcContext = {; 33: } as TrpcContext[""req""],; 38: } as TrpcContext[""res""],"	"3: import { COOKIE_NAME } from ""../shared/const"";; 6: type CookieCall = {; 13: function createAuthContext(): { ctx: TrpcContext; clearedCookies: CookieCall[] } {; 14: const clearedCookies: CookieCall[] = [];; 21: loginMethod: ""manus"",; 22: role: ""user"",; 35: clearCookie: (name: string, options: Record<string, unknown>) => {; 36: clearedCookies.push({ name, options });"	"45: it(""clears the session cookie and reports success"", async () => {; 51: expect(result).toEqual({ success: true });"			Member classified as test	Complete member read from baseline archive bytes; no product code changed
